country_code_BACI,country_name,iso3,AFG,ALB,DZA,AND,AGO,ATG,AZE,ARG,AUS,AUT,BHS,BHR,BGD,ARM,BRB,BEL,BMU,BTN,BOL,BIH,BWA,BRA,BLZ,SLB,VGB,BRN,BGR,MMR,BDI,BLR,KHM,CMR,CAN,CYM,CAF,LKA,TCD,CHL,CHN,COL,COG,COD,CRI,HRV,CUB,CYP,CZE,BEN,DNK,DMA,DOM,ECU,SLV,GNQ,ETH,EST,FJI,FIN,FRA,PYF,DJI,GAB,GEO,PSE,DEU,GHA,GIB,GRC,GRL,GUM,GTM,GIN,GUY,HTI,HND,HKG,HUN,ISL,IDN,IRN,IRQ,IRL,ISR,ITA,CIV,JAM,JPN,KAZ,JOR,KEN,PRK,KOR,KWT,KGZ,LAO,LBN,LSO,LVA,LBR,LBY,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,S19,MNG,MDA,MNE,MAR,MOZ,OMN,NAM,NPL,NLD,ANT,ABW,NCL,VUT,NZL,NIC,NER,NGA,NOR,MHL,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,GNB,TLS,QAT,ROU,RUS,RWA,LCA,VCT,SMR,SAU,SEN,SRB,SYC,SLE,IND,SGP,SVK,VNM,SVN,SOM,ZAF,ZWE,ESP,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,TGO,TTO,ARE,TUN,TUR,TKM,UGA,UKR,MKD,EGY,GBR,TZA,USA,BFA,URY,UZB,VEN,YEM,ZMB
212,Dominica,DMA,0,0,0,.22018349,.20489296,0,0,.20489296,.12232416,.10703364,.13455658,.40941176,0,0,.37002343,0,0,0,.27828747,0,0,.27522936,.24770643,.20489296,0,0,.16819572,.26299694,0,0,0,0,.26605505,.33333334,.13455658,.2310757,0,0,0,0,.19877675,.19571866,0,0,.29051986,.38107416,.38376385,0,.15902141,0,.20795107,0,0,.20183486,.34999999,.41284403,0,.28440368,.1559633,.35080644,0,.34948981,.11314984,.10397553,0,0,0,0,0,0,.26911315,0,0,.14067279,.14984709,.42507645,0,.31498471,.16207951,.20984456,.17431192,0,0,.12232416,.2232416,.33761469,0,.24770643,.19877675,0,.27828747,.14984709,0,.11926606,0,0,.33639145,0,0,.17737003,.1529052,0,.34556574,.20489296,.34556574,.11314984,.13455658,.21406728,0,0,.21712539,0,.18348624,0,0,0,.11009175,0,0,0,.1559633,0,.13761468,.10397553,0,0,0,.13149847,.41584158,.14067279,.14984709,.3119266,0,.15902141,.20795107,.12232416,.13149847,0,.41747573,.11314984,.39130434,0,.2324159,0,0,.27828747,0,0,.18654434,0,0,.17125382,.12232416,0,0,.2232416,.16513762,0,.3792049,0,.29663607,.38837922,.38837922,.17431192,0,.17125382,0,0,.24159022,0,0,0,0,.21100917,.30167598,.16207951,.17737003,.20489296,.19877675,.34394905,0,0,0,.10397553,.18348624,0,0,.18042813,0,.10397553
214,Dominican Rep.,DOM,0,0,0,.2825112,.20418848,0,.14659686,.13930348,.17801048,0,.13612565,.14352942,0,.14136125,.15925059,.12565444,.12565444,.20418848,.24013157,0,0,.27542374,.14659686,.16504854,0,.10471204,.17567568,.281106,0,0,.14659686,0,.16334662,.15488215,.10994764,.17928287,.18324608,.10471204,0,0,.3084577,.29319373,0,0,.25,.13810742,.13653137,0,.2827225,.20795107,0,0,.13612565,.27027026,.182,.2345679,.15706806,.10970464,.29842931,.16129032,0,.14030612,.18848167,.17277487,0,0,0,0,.26299694,0,.40366971,.17277487,.13089006,.22105263,.38219896,.25423729,.15706806,.19784173,.24124514,.19170985,.11518325,0,0,0,.21610169,.19082569,.18848167,.33507854,0,0,.32780084,.21989529,.17277487,.10878661,0,.19895288,.25886524,0,0,.26178011,.35078534,.13089006,.22900763,.16230367,.21985815,.22513089,.29842931,.32984293,.26178011,0,.24137931,0,.35078534,0,0,.13089006,.15183246,0,0,0,.29842931,.14659686,.19371727,0,0,0,0,.29842931,.17821783,0,.30366492,.18141593,0,.26728112,.26068377,.24607331,.2356021,0,.18689321,.12041885,.24396135,.10471204,.32017544,0,0,.2195946,0,.10994764,.13427562,0,0,.2565445,.12565444,0,0,.39690721,.15706806,0,.27215189,0,.17424242,.17350158,.13486843,.21465969,0,.30097088,0,.19895288,.20666666,0,0,0,0,.34722221,.24022347,.26499999,.27225131,.19909503,.16230367,.14012739,.14659686,0,0,0,.27916667,0,0,.21097046,.11518325,.15706806
218,Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.15000001,0,0,.22222222,.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13636364,0,0,0,0,0,0,.10810811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13636364,0,0,0,0,.125,.18518518,0,0,.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14285715,0,0,0,.10638298,0,0,0
222,El Salvador,SLV,0,0,0,.10313901,0,0,0,.11940298,0,0,0,0,0,.10843374,0,.14457831,0,.11111111,0,0,0,0,.10695187,0,0,.16304348,.12612613,0,0,0,0,0,0,0,.18978103,0,.29166666,.19277108,0,0,.15920398,.21538462,.13253012,0,0,0,0,0,.14285715,0,.13612565,0,0,0,0,.12037037,.10679612,0,.18248175,0,0,0,.12931034,.25,0,.10843374,0,0,0,.10843374,.18348624,.125,.18072289,0,.22297297,.10847457,.10843374,0,.13229571,0,0,0,0,.15662651,0,0,.18072289,0,0,0,.16597511,.1056338,0,0,0,.1368421,0,0,0,.10218978,.14893617,0,.12977099,0,.10638298,0,.14035088,0,.15602838,.10843374,.11206897,0,.14516129,0,0,.18604651,.14705883,0,.12048193,0,.12154696,.10843374,.12637363,.13131313,0,0,0,.20168068,0,0,0,.14159292,0,.11520737,.13247864,.1882353,.12,.19277108,0,0,0,.13253012,.10964912,.13253012,0,0,0,0,0,0,0,.147651,0,.12048193,.15662651,.13402061,0,0,.11392405,.14457831,0,0,0,0,.13253012,0,0,.1827957,0,0,0,0,0,0,0,.16,.20253165,.1040724,.10625,0,0,0,0,0,.12916666,0,.14457831,0,0,.13559322
226,Equatorial Guinea,GNQ,0,.15057915,0,.27799228,.15057915,0,.15444015,.23166023,.11969112,0,.12741312,.1717647,0,0,.24121779,.11196911,.13127413,.18146718,.3125,.13899614,0,.2857143,.21621622,.17760618,0,.11196911,.19305019,.17374517,0,0,.10810811,0,.22007722,.14141414,.15444015,.21115538,.13899614,0,0,0,.2857143,.1969112,0,0,.2084942,.20204604,.16974169,0,.15444015,.20183486,.27027026,0,0,0,.28400001,.20987654,.17374517,.15830116,.17760618,.21370968,0,.16071428,.13513513,.12355212,0,0,0,0,.36085626,0,.32046333,.1042471,0,.15438597,.18532819,.25423729,.1003861,.25179857,.25096524,.34455958,0,.1003861,0,0,.24710424,.22752294,.13127413,.28957528,.11746032,0,.33204633,.16602316,0,.19305019,0,.15057915,.32978722,0,0,.11969112,.22007722,0,.24809161,.18532819,.24468085,.13513513,.2857143,.25096524,.18532819,0,.21621622,0,.2857143,0,0,.12355212,.11583012,0,0,0,.21235521,0,.14671814,.1003861,0,.1003861,0,.18146718,.24752475,.1003861,.27799228,.23166023,.11969112,.33590734,.19305019,.25482625,.14285715,0,.27912623,.12355212,.28985506,.1042471,.31274131,0,0,.2668919,.13513513,0,.14487633,0,0,.22393823,0,0,0,.26640928,0,0,.2943038,0,.22727273,.18296529,.15131579,.1969112,0,.37451738,0,.12741312,.30666667,.11583012,0,0,0,.32432431,.37430167,.2857143,.23938224,.2972973,.16602316,.16985138,.18532819,0,0,0,.30115831,0,0,.28957528,0,.15444015
231,Ethiopia,ETH,0,.114,0,.226,.176,0,0,.206,.12800001,.118,.11,.454,0,0,.41800001,0,0,0,.30000001,0,0,.24600001,.198,.204,0,0,.204,.228,0,0,0,0,.228,.26199999,.15000001,.39243028,0,0,0,0,.212,.148,0,0,.212,.38800001,.4907749,0,.126,.34999999,.182,0,0,.28400001,0,.296,.106,.226,.134,.53600001,0,.33199999,.112,0,0,0,0,0,.398,0,.25600001,0,0,.17,.132,.33199999,0,.30199999,.192,.36199999,.102,0,0,0,.208,.5522936,0,.21799999,.222,0,.24600001,.15000001,0,.20999999,0,0,.34400001,0,0,.114,.154,0,.266,.2,.27399999,.108,.182,.2,.102,0,.236,0,.22,0,0,0,.108,0,0,0,.14399999,0,.116,0,0,0,0,.112,.382,.106,.154,.23800001,0,.19599999,.184,.162,.114,0,.44600001,.146,.48199999,0,.244,0,0,.28799999,0,0,.236,0,0,.146,.124,0,0,.198,.16599999,0,.34999999,0,.27200001,.34999999,.292,.15800001,0,.228,0,0,.28200001,0,0,0,0,.20999999,.41999999,.16,.154,.2,.17399999,.40400001,0,0,0,0,.17,0,0,.23,0,.104
233,Estonia,EST,0,0,0,.24382716,.20987654,0,.10802469,.17592593,.16049382,.10185185,.11111111,.3435294,0,0,.33021078,0,0,.12345679,.33641976,.11419753,0,.33641976,.24074075,.18518518,0,0,.18827161,.25308642,0,0,0,0,.28395063,.23148148,.14197531,.2689243,.12037037,0,0,0,.21296297,.17283951,0,0,.2037037,.36828643,.29151291,0,.14506173,.41284403,.2345679,0,.12037037,.20987654,.296,0,0,.30246913,.18209876,.28830644,0,.23214285,.12654321,.12345679,0,0,0,0,.31804281,0,.25,.10493827,0,.20987654,.19753087,.42592594,0,.32407406,.26851851,.22279793,.12037037,0,0,0,.16049382,.29174313,0,.21913581,.20679012,0,.26234567,.15123457,0,.16975309,0,.12654321,.31172839,0,0,.18827161,.21913581,0,.39506173,.18827161,.43827161,.1388889,.18518518,.23148148,.1574074,0,.22222222,0,.23148148,0,0,.10802469,.12962963,0,0,0,.19753087,0,.17592593,.10185185,0,0,0,.16975309,.30940595,0,.17901234,.28395063,0,.21913581,.2037037,.1388889,.16666667,0,.407767,.14506173,.40821257,0,.25925925,0,0,.34567901,.12037037,0,.17592593,0,0,.12654321,.12037037,0,0,.25617284,.14197531,0,.44753087,0,.37037036,.42901236,.35493827,.16049382,0,.17901234,0,.12037037,.22530864,0,0,0,0,.27160493,.32681563,.20061728,.17901234,.22839506,.14814815,.2462845,0,0,0,0,.29320988,0,0,.20679012,0,.11419753
242,Fiji,FJI,0,.19417475,0,.13004485,.10638298,0,.1262136,.13930348,0,0,.19480519,0,0,.25242719,0,.19417475,.25242719,.25242719,.12828948,.10679612,0,.11016949,0,0,0,.24271844,.13063063,0,0,0,0,0,.10358566,0,.13138686,0,.1262136,.11650486,0,0,.13930348,.15384616,0,0,0,0,0,.23300971,.12605043,0,.15706806,0,.10679612,.17374517,.106,0,0,0,.16788322,0,0,0,.20689656,.25961539,0,0,0,0,.11620795,0,.19266056,.10576923,.14563107,0,.16891892,0,0,0,.13229571,.17357513,0,.11650486,0,0,.13135593,0,.1262136,.13978495,0,.10679612,.21161826,.23239437,.11650486,0,0,.2038835,.14184397,0,0,0,.18085106,0,.11450382,0,0,0,.23391813,.1827957,.23404256,0,0,0,.17204301,.23300971,0,.19417475,.11650486,.1262136,.21359223,0,.13812155,.22330096,0,.21359223,0,.21359223,.14563107,.2184874,0,0,.15469614,.15929204,0,.21198156,.10683761,.15882353,0,.10679612,0,.10169491,0,.15533981,.15789473,0,0,.10472973,0,.2038835,0,0,.17475729,.20805369,0,0,.16504854,.15463917,0,.14563107,.12341772,0,0,0,0,0,0,.19417475,0,.17475729,0,.2038835,0,0,0,.13425925,.11173184,.28,.28481013,0,.1375,0,.2038835,0,0,0,.15833333,0,.15533981,.11392405,.17475729,.22881356
246,Finland,FIN,0,0,0,.16877638,.18565401,0,0,.16455697,0,.13080169,.12658228,.32235295,0,0,.25526932,0,0,0,.20065789,0,0,.23628692,.24894515,.26160339,0,0,.19409283,.18987341,0,0,0,0,.30278885,.24915825,.15189873,.12948208,0,0,0,0,.14767933,0,0,0,.21518987,.28388748,.28782287,0,.11814346,.28440368,.10970464,0,0,.15830116,.226,.30246913,0,0,0,.25403225,0,.25510204,0,0,0,0,0,0,.18960245,0,.11392405,0,0,0,0,.24067797,0,.23741007,.13618676,.13730571,0,0,0,0,.19409283,.23119266,0,.14345992,.25396827,0,.14522822,0,0,.25523013,0,0,.22340426,0,0,.10970464,0,0,.27480915,.23206751,.24113475,0,0,.11814346,0,0,.2278481,0,.10548523,0,0,0,.11392405,0,0,0,0,0,.10126583,0,0,0,0,0,.24009901,.16455697,0,.23206751,0,0,0,.10970464,0,0,.24757281,.13080169,.19565217,0,.14767933,0,0,.21621622,.14767933,0,.18727915,0,0,0,.14345992,0,0,.10548523,.1392405,0,.25632912,0,.24621212,.29022083,.43421054,.16033755,0,0,0,0,.12666667,0,0,0,0,.13502109,.17039107,0,0,.25316456,.15611814,.25477707,0,0,0,0,0,0,0,0,0,.12658228
251,France,FRA,0,.11678832,0,.23318386,.14361702,0,.14598539,.15920398,.17605634,0,.15584415,0,0,.13868614,.11241218,.15328467,.11678832,.27737227,.17763157,0,0,.19915254,.13903743,.12135922,0,.12408759,.10810811,.20737328,0,0,.1970803,0,.10358566,0,0,.12749004,.24087591,.13868614,0,0,.2238806,.29927006,0,0,.14090909,0,0,0,.1970803,.1559633,.29842931,0,.18248175,.17760618,.134,.18209876,.16788322,0,0,.10483871,0,0,.26277372,.21167883,0,0,0,0,.20183486,0,.27522936,.22627737,.25547445,.15438597,.3581081,.20338982,.24087591,.10071942,.21011673,.14766839,0,0,0,.13138686,.10169491,.10275229,.21167883,.25268817,0,0,.24896266,.22535211,.18978103,0,0,.23357664,.20567375,0,0,0,.26595744,.13868614,.22137405,.13157895,.23404256,.23239437,.28654972,.20430107,.34751773,.12408759,.11206897,0,.24193548,0,0,.25547445,.17518248,0,.13138686,0,.29281768,.16058394,.14835165,.20437956,0,0,0,.35766423,.13118812,0,.24309392,.18584071,0,.22580644,.1923077,.25882354,.25333333,.12408759,.13592233,.12429378,.1763285,.14598539,.19298245,.16788322,0,.15202703,0,.12408759,0,0,0,.26845637,.11176471,.10218978,.12408759,.30927834,.12408759,0,.20886075,.10948905,0,.10725552,0,.18994413,.10218978,.22815534,0,.26277372,.17333333,0,0,0,0,.24537037,.15083799,.19499999,.2658228,.13122173,.175,0,.13868614,.11678832,0,0,.20833333,.10218978,.13868614,.14345992,0,.15328467
258,French Polynesia,PYF,0,0,0,.1733871,.16935484,0,0,.19556452,.12096774,.11491936,.13104838,.45967743,0,0,.47177419,0,0,0,.25403225,0,0,.19758065,.18346775,.2016129,0,0,.19153225,.23387097,0,0,0,0,.24596775,.31048387,0,.31075698,0,0,0,0,.17137097,.11693548,0,0,.20362903,.37701613,.56273061,0,.1108871,.35080644,.16129032,0,0,.21370968,.53600001,.28830644,0,.25403225,.10483871,0,0,.46774194,0,0,0,0,0,0,.29637095,0,.17741935,0,0,.1733871,.10282258,.29032257,0,.32661289,.14919356,.27822581,.125,0,0,0,.21169356,.48807341,0,.18548387,.27620968,0,.18346775,.11290322,0,.19758065,0,0,.25604838,0,0,.11290322,.10887097,0,.24395162,.1875,.23991935,0,.10080645,.16129032,0,0,.19959678,0,.13508065,0,0,0,0,0,0,0,.12903225,0,.11895161,0,0,0,0,0,.43346775,.10080645,.12903225,.23387097,0,.12903225,.16733871,.11290322,0,0,.41129032,.13508065,.36693549,0,.19354838,0,0,.24798387,0,0,.22379032,0,0,.12298387,.14717741,0,0,.15524194,.11895161,0,.31048387,0,.28024194,.34879032,.33669356,.14717741,0,.15927419,0,0,.22782259,0,0,0,0,.16733871,.26612905,.13508065,.11491936,.21975806,.15725806,.54435486,0,0,0,0,0,0,0,.20362903,0,0
262,Djibouti,DJI,0,0,.11764706,0,0,0,0,0,0,0,0,0,.11538462,0,0,0,0,0,0,0,0,0,0,0,.11764706,0,0,0,0,0,0,0,0,0,0,0,.125,.15517241,.12820514,.25925925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16666667,.10526316,.23529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10810811,0,0,0,0,0,0,0,0,0,0,.14634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Gabon,GAB,0,0,0,.1632653,.15816326,0,0,.14795919,.10204082,.11734694,.13520408,.32941177,0,0,.44730678,0,0,0,.21683674,0,0,.15306123,.13265306,.19642857,0,0,.16581632,.20663266,0,0,0,0,.2117347,.38265306,0,.21513945,0,0,0,0,.14285715,.10714286,0,0,.22193877,.32397959,.47601476,0,.11989796,.34948981,.14030612,0,0,.16071428,.33199999,.23214285,0,.25510204,0,.46774194,0,0,0,0,0,0,0,0,.25765306,0,.15306123,0,0,.18367347,0,.24234694,0,.24234694,.11479592,.27551019,.17091836,0,0,0,.24234694,.33944955,0,.16071428,.36479592,0,.18622449,0,0,.17602041,0,0,.24489796,0,0,.13010204,.10204082,0,.19132653,.17602041,.21683674,0,0,.12244898,0,0,.22448979,0,.11989796,0,0,0,0,0,0,0,.11989796,0,.13265306,0,0,0,0,0,.42326733,.11479592,.10714286,.20663266,0,.11479592,.16071428,.10714286,0,0,.33009708,.15306123,.23671497,0,.14030612,0,0,.19132653,.11479592,0,.22193877,0,0,.1377551,.21938775,0,0,.13265306,.11479592,0,.2372449,0,.19897959,.30357143,.35714287,.12755102,0,.10969388,0,0,.20153061,0,0,0,0,.11989796,.22959183,.125,.12244898,.15306123,.14285715,.52441615,0,0,0,0,0,0,0,.23214285,0,0
268,Georgia,GEO,0,.15517241,0,.1838565,.12765957,0,.18965517,.19402985,.20422535,.12931034,.22077923,.10117647,0,.13793103,0,.19827586,.13793103,.15517241,.17434211,.12931034,.10344828,.1779661,0,0,0,.1637931,0,.10599078,0,.11206897,.13793103,0,.1434263,0,.270073,0,.1724138,.12931034,0,0,.14925373,.18461539,.14655173,0,.15454546,0,0,.10344828,.21008404,.11314984,.18848167,0,.12931034,.13513513,.112,.12654321,.20689656,0,.26277372,0,0,0,0,.24137931,0,0,0,0,.1559633,0,.19724771,.1724138,.12068965,0,.1418919,.16271186,.10344828,.10071942,.11284047,0,0,0,0,.11206897,.13135593,0,.18103448,.16129032,0,.11206897,.18257262,.23239437,.11206897,0,0,.19827586,.17375886,0,0,.18978103,.13829787,0,.17938931,.1368421,.18439716,.11267605,.20467836,.24193548,.18439716,0,.12931034,0,.22043011,0,0,.1724138,.22413793,0,.1724138,0,.15469614,.12931034,.11538462,.10344828,0,0,0,.23529412,.10396039,.13559322,.14917128,.16814159,0,.11981567,.12393162,.14705883,.15333334,.11206897,.10679612,.13559322,.11835749,.1637931,.14035088,0,0,.1554054,.16793893,.12931034,0,0,0,.19463088,0,0,.15517241,.14432989,0,0,.17721519,.10344828,.13636364,0,0,.15083799,0,.14077669,0,.21551724,0,.15517241,0,0,.10344828,.1574074,.11452514,.19,.24050634,.19909503,.13124999,0,.19827586,0,0,.11206897,.10416666,0,.12931034,.17721519,.12931034,.18644068
275,State of Palestine,PSE,0,.17307693,0,.13901345,.12765957,0,.15384616,.1442786,0,0,.15584415,0,0,.17307693,.10538641,.24038461,.17307693,.125,.12171052,0,0,.13983051,.10695187,0,0,.17307693,.15315315,0,0,0,0,0,.15537849,0,.22627737,0,.36538461,.25961539,.11538462,0,.12437811,.17692308,.11538462,0,0,0,0,.15384616,.15966387,.10397553,.17277487,0,.25,.12355212,0,.12345679,.25961539,0,.21167883,0,0,0,.24137931,0,0,.1923077,.10576923,0,.11926606,0,.16972478,0,.20192307,0,.25,.11525424,.10576923,0,.15953307,0,0,0,0,.10576923,0,0,.15384616,.12903225,0,0,.186722,.16197184,.10576923,0,0,.1923077,.13120568,0,0,.12408759,.15957446,0,.14885496,.11578947,.14539006,0,.16374269,.11290322,.21276596,0,0,0,.12903225,.16346154,0,.23076923,.22115384,0,.1826923,0,.12154696,.14423077,.17582418,.20192307,0,.14423077,.14423077,.25210086,0,.11864407,0,.17699115,0,.11059908,.10683761,.19411765,.17333333,.16346154,.10194175,0,0,.15384616,.12719299,.11538462,0,.10810811,.12977099,.11538462,0,0,.11538462,.27516779,0,0,.14423077,.12371134,0,.125,.14240506,.14423077,0,0,0,0,.125,.10194175,0,.25961539,.11333334,0,0,0,0,.12037037,0,.22499999,.25949368,.1040724,.10625,0,.17307693,0,0,0,.13333334,0,.17307693,.1392405,.125,.19491525
276,Germany,DEU,0,0,0,0,.12234043,.11864407,0,0,0,.11650486,0,0,0,0,0,0,0,0,0,0,.23728813,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,.13559322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14423077,0,0,0,0,0,0,0,0,0,0,0,.10810811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14598539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11764706,0,0,0,0,0,0,0,0,0,0,0,0,.10169491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14925373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11864407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10169491,0,.15555556,0,0,0,0,0,0
288,Ghana,GHA,0,0,0,0,0,.10526316,.11578947,0,0,0,0,0,0,0,0,.16923077,.10606061,0,0,0,0,0,0,0,0,.13043478,0,0,0,0,.12345679,.27027026,0,0,0,0,.1875,.27586207,.2820513,.22222222,0,0,.10909091,0,0,0,0,.14893617,0,0,0,0,.10843374,0,0,0,0,0,0,0,.16666667,0,0,.1923077,0,0,.25,0,0,0,0,0,.21666667,0,0,0,.14285715,0,0,0,0,0,0,0,0,0,.10810811,0,0,0,0,0,0,0,0,.11578947,0,.16666667,0,0,0,0,0,0,0,0,0,0,.14184397,.13157895,0,0,0,.12727273,0,.15116279,.10784314,0,.16901408,.16666667,0,.15873016,0,0,0,.11666667,.27027026,.1092437,0,0,0,0,0,0,0,0,0,.29268292,0,0,0,0,0,0,0,0,0,.11940298,0,0,.16666667,0,0,.16666667,.17073171,0,0,.13333334,0,.19444445,0,0,0,0,0,0,0,.12903225,0,0,0,0,0,0,0,.115,0,0,0,0,0,.15555556,0,0,0,.1388889,.17021276,0,.11864407,0
292,Gibraltar,GIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10526316,0,0,.10576923,0,.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,.22727273,0,0,0,0,0,.125,0,0,0,0,0,0,0,.11827957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10714286,0,0,0,0
300,Greece,GRC,0,0,.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14285715,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,0,0,0,0,0,0,0,0,0,0,0,.1875,0,0,0,.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Greenland,GRL,0,.12844037,0,.25688073,.18348624,0,.11620795,.21100917,.19266056,.11009175,.15902141,.28705883,0,0,.323185,0,0,.13455658,.37614679,.11009175,0,.3119266,.18348624,.16207951,0,0,.19266056,.22018349,0,0,0,0,.2232416,.2324159,.15902141,.26294822,.12844037,0,0,0,.30581039,.20489296,0,0,.2324159,.27621484,.2712177,0,.14984709,0,.26299694,0,0,.36085626,.398,.31804281,.11620795,.18960245,.20183486,.29637095,0,.25765306,.1559633,.11926606,0,0,0,0,0,0,.35779816,.11926606,0,.24159022,.23547401,.38532111,0,.27522936,.24770643,.33937824,.12844037,0,0,0,.25076452,.35596329,.11620795,.27828747,.13455658,0,.30275229,.18960245,0,.19877675,0,.10703364,.39449543,0,0,.1529052,.23547401,0,.36085626,.19877675,.33027524,.16819572,.2324159,.25993884,.17125382,0,.21406728,0,.32110092,0,0,0,.1529052,0,0,0,.21712539,0,.12538226,.12538226,0,0,0,.18654434,.31930694,.10703364,.22018349,.26299694,0,.26911315,.2232416,.21406728,.13761468,0,.35679612,.1559633,.40338165,0,.29969418,0,0,.3119266,0,0,.23853211,0,0,.2232416,.10397553,0,0,.29357797,.14984709,0,.41590214,0,.25076452,.33027524,.21712539,.18348624,0,.32415903,0,.1529052,.29357797,0,0,0,0,.26299694,.47486034,.2232416,.18654434,.22018349,.16819572,.2462845,.12844037,0,0,0,.23547401,0,0,.26605505,0,.13761468
316,Guam,GUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10843374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11666667,0,0,0,0,0,0,0,0,0,0,.21621622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.15789473,0,.16,0,0,0,.11627907,0,0,.11267605,.36000001,0,0,0,.16161616,0,0,0,0,0,0,0,0,0,0,0,0,0,.19512194,0,0,0,0,0,.10169491,0,0,0,0,0,0,.11111111,.10738255,0,.16,0,0,0,.22222222,0,.15625,0,0,0,0,.16363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14285715,.12765957,0,0,0
