country_code_BACI,country_name,iso3,AFG,ALB,DZA,AND,AGO,ATG,AZE,ARG,AUS,AUT,BHS,BHR,BGD,ARM,BRB,BEL,BMU,BTN,BOL,BIH,BWA,BRA,BLZ,SLB,VGB,BRN,BGR,MMR,BDI,BLR,KHM,CMR,CAN,CYM,CAF,LKA,TCD,CHL,CHN,COL,COG,COD,CRI,HRV,CUB,CYP,CZE,BEN,DNK,DMA,DOM,ECU,SLV,GNQ,ETH,EST,FJI,FIN,FRA,PYF,DJI,GAB,GEO,PSE,DEU,GHA,GIB,GRC,GRL,GUM,GTM,GIN,GUY,HTI,HND,HKG,HUN,ISL,IDN,IRN,IRQ,IRL,ISR,ITA,CIV,JAM,JPN,KAZ,JOR,KEN,PRK,KOR,KWT,KGZ,LAO,LBN,LSO,LVA,LBR,LBY,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,S19,MNG,MDA,MNE,MAR,MOZ,OMN,NAM,NPL,NLD,ANT,ABW,NCL,VUT,NZL,NIC,NER,NGA,NOR,MHL,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,GNB,TLS,QAT,ROU,RUS,RWA,LCA,VCT,SMR,SAU,SEN,SRB,SYC,SLE,IND,SGP,SVK,VNM,SVN,SOM,ZAF,ZWE,ESP,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,TGO,TTO,ARE,TUN,TUR,TKM,UGA,UKR,MKD,EGY,GBR,TZA,USA,BFA,URY,UZB,VEN,YEM,ZMB
4,Afghanistan,AFG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1875,0,0,0,.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10714286,0,0,0,0,0,0,0
8,Albania,ALB,0,0,0,.14798206,0,0,.12244898,.13930348,0,.16504854,.12337662,0,0,.18367347,0,.15306123,.1632653,0,0,0,0,0,0,.10679612,0,.12244898,.11261261,0,0,.10204082,0,0,0,0,.18978103,0,.14285715,0,0,0,0,.12307692,0,0,0,0,0,.14285715,.11764706,0,0,0,0,.15057915,.114,0,.19417475,0,.11678832,0,0,0,.15517241,.17307693,0,0,0,0,.12844037,0,.11926606,0,0,0,0,0,0,0,0,.12435233,0,.18367347,0,0,.11016949,0,.1122449,.13440861,0,.14285715,.12033195,.1971831,0,0,0,.14285715,.15248227,0,0,0,0,0,0,0,0,0,.12865497,.11290322,.16312057,0,0,0,.10215054,.1122449,0,.17346939,.16666667,.13265306,.15306123,0,0,.15306123,0,.15151516,0,.14285715,0,.10084034,.10148515,0,.13812155,.1460177,0,.16589862,0,.17058824,0,0,0,.1299435,0,0,.14035088,0,0,0,0,.12244898,0,0,.1122449,.16778524,0,0,0,0,0,.13265306,0,0,0,0,0,.10055866,0,.18932039,0,.17346939,0,.21428572,.10204082,0,0,.11111111,.12011173,.16,.15189873,0,.15625,.10403397,.21428572,0,0,0,0,0,.1122449,.11814346,0,0
12,Algeria,DZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11764706,0,0,0,0,0,0,.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Andorra,AND,0,.14798206,0,0,.21076234,0,.13004485,.16143498,.14798206,.10762332,.16143498,.17647059,0,.10762332,.15690866,0,0,.21524663,.28947368,.10313901,0,.33898306,.16143498,.30941704,0,0,.17937219,.26457399,0,0,.13901345,0,.18326694,.15488215,.14349777,.22310758,.11210762,0,0,0,.22421524,.16591929,0,0,.24215247,.17391305,.16420664,0,.12107623,.22018349,.2825112,0,.10313901,.27799228,.226,.24382716,.13004485,.16877638,.23318386,.1733871,0,.1632653,.1838565,.13901345,0,0,0,0,.25688073,0,.25560537,.16143498,0,.23508772,.20627803,.29491526,.12556054,.21582733,.25291827,.2253886,0,0,0,0,.21186441,.20733945,0,.27354261,.14603175,0,.31535271,.14798206,.17040358,.14644352,0,.17937219,.27304965,0,0,.19282511,.26905829,.10313901,.2557252,.13901345,.27304965,.18834081,.29147983,.24215247,.2600897,0,.2025862,0,.30493274,0,0,.16143498,.13004485,0,.10762332,0,.24663678,0,.12556054,.12556054,0,0,0,.20179372,.16336633,.11659193,.26905829,.21681416,0,.29596412,.2820513,.19282511,.19730942,0,.21359223,.17937219,.25845411,0,.24561404,0,0,.30067569,0,0,.14487633,0,0,.20627803,.13901345,0,0,.26457399,.12556054,0,.28797469,0,.20075758,.21451104,.16118421,.22421524,0,.24663678,0,.13004485,.19,0,0,0,0,.35874438,.25698325,.23766816,.1748879,.23766816,.15246637,.1507431,.12107623,0,0,0,.3125,0,0,.24894515,0,.13901345
24,Angola,AGO,0,0,0,.21076234,0,0,.11170213,.1442786,.13829787,.12234043,0,.19294117,0,.14361702,.13348946,0,0,.12234043,.17105263,0,0,.20338982,.17021276,.21359223,0,0,.12612613,.25345623,0,0,0,0,.16733068,.18181819,0,.17729084,.10638298,0,0,0,.17910448,.13297872,0,0,.2090909,.19181585,.18450184,0,.14361702,.20489296,.20418848,0,0,.15057915,.176,.20987654,.10638298,.18565401,.14361702,.16935484,0,.15816326,.12765957,.12765957,.12234043,0,0,0,.18348624,0,.18348624,.14361702,0,.21403509,.17553191,.22372882,0,.176259,.15175097,.13730571,.14361702,0,0,0,.16101696,.18348624,0,.22340426,.16507937,0,.19502075,.11702128,0,.13807531,0,0,.22340426,0,0,.2606383,0,0,.17938931,.17894737,.21276596,.18617021,.15425532,.21808511,.12234043,0,.15948276,0,.21808511,0,0,0,.10638298,0,0,0,.21276596,0,.17021276,0,0,0,0,.14361702,.17821783,.10106383,.19148937,.18584071,0,.22119816,.26068377,.11702128,.14893617,0,.2038835,.14361702,.19806764,0,.1754386,0,0,.19594595,0,0,.14840989,0,0,.14893617,.17021276,0,0,.19587629,.18617021,0,.18670887,0,.20833333,.19873817,.17434211,.13297872,0,.18446602,0,.13297872,.17333333,0,0,0,0,.2037037,.18994413,.16,.16489361,.1402715,.12765957,.17197452,0,0,0,.11170213,.2,0,0,.12658228,0,.11702128
28,Antigua and Barbuda,ATG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.12280702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1025641,.10526316,0,0,0,0,0,0,0,.14893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11864407,.10526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13157895,0,0,0,0,0,0,0,0,0,0,0,0,0,.10526316,0,0,.14285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.175,0,0,0,0,0,0,0,0,0,.10526316,0,0,0,0,0,0,0,0,0,0,0,0,.14285715,0,0,0,0,0,0,0,0,0,.13157895,0,0,0,.14893617,0,0,0
31,Azerbaijan,AZE,0,.12244898,0,.13004485,.11170213,0,0,.11940298,.14788732,0,0,0,.10526316,.14736842,0,.23157895,.1368421,.13131313,0,.2,.10526316,.10593221,.12299465,.10679612,0,.12631579,0,.15668203,0,0,.10526316,0,0,0,0,0,.16666667,0,0,0,.12437811,.11538462,.11578947,0,0,0,0,0,.13445379,0,.14659686,0,0,.15444015,0,.10802469,.1262136,0,.14598539,0,0,0,.18965517,.15384616,0,.11578947,0,0,.11620795,0,.13302752,.17307693,0,0,0,.11186441,0,0,0,.10362694,0,0,0,0,0,0,0,.14516129,0,.10526316,.14107884,0,0,0,.10526316,0,.14893617,0,0,.16058394,.12765957,0,.11068702,0,.10992908,0,0,.10752688,0,0,0,0,0,0,0,.11578947,.11764706,0,.15789473,0,.13812155,.12631579,.12087912,0,0,.17894737,0,.11764706,0,0,.1160221,0,.17894737,.12442397,.11538462,0,0,0,.10436893,0,0,.12631579,.16666667,0,0,0,0,0,0,.17894737,0,.13422818,.10588235,0,.12631579,0,0,0,.10759494,0,.10227273,0,0,0,0,.11165048,0,.22105263,0,.12631579,0,0,.11578947,.11111111,.12290503,.18000001,.15189873,.10859729,0,0,.14736842,.11578947,0,.17894737,.11666667,0,.12631579,.13080169,.10526316,.11864407
32,Argentina,ARG,0,.13930348,0,.16143498,.1442786,0,.11940298,0,.12935324,.14925373,.25870648,.15764706,0,0,.22482435,0,0,0,.19407895,0,0,.16525424,.19402985,.2184466,0,.19402985,.32882884,.18894009,0,0,0,0,.23505977,.11111111,.27860695,.10358566,.10447761,0,0,0,0,.15422885,0,0,.18181819,.12020461,.13837638,0,0,.20489296,.13930348,0,.11940298,.23166023,.206,.17592593,.13930348,.16455697,.15920398,.19556452,0,.14795919,.19402985,.1442786,0,0,0,0,.21100917,0,.22477064,0,0,0,.1442786,.19661017,0,.20143884,.15953307,.19948186,.14925373,0,0,.11940298,.12711865,.14311926,.10945274,.15422885,0,.13930348,.21576764,.19402985,0,0,0,.10447761,.19858156,0,0,0,.13930348,0,.24809161,.16915423,.18794326,0,.15920398,.21393035,.11940298,0,.15517241,0,.17412935,0,0,.12935324,0,0,0,0,.13930348,0,.15920398,.1442786,0,0,0,.17910448,.23762377,.11940298,.15920398,.3318584,0,.18894009,.10683761,.23880596,.12437811,0,.19660194,.10447761,.16666667,.19900498,.20614035,0,0,.15878378,.14925373,0,0,0,0,.15422885,0,0,0,.15920398,0,0,.19936709,0,.15151516,.13564669,.14473684,.19402985,0,.18446602,0,.10945274,.19,.12935324,0,0,0,.18055555,.20111732,.26865673,.20895523,.26244345,.3283582,.22080679,.12935324,0,0,0,.15833333,0,0,.29113925,0,.1442786
36,Australia,AUS,0,0,0,.14798206,.13829787,0,.14788732,.12935324,0,.11971831,.1038961,.13176471,0,0,.11709602,0,0,.11267605,.18092105,.14084508,0,.16525424,0,.11650486,0,0,.13063063,.13364056,0,0,.1056338,0,0,.16498317,.1971831,.12549801,0,0,0,0,.19900498,.19014084,.12676056,0,.12272727,.11764706,.10885609,0,.16197184,.12232416,.17801048,0,0,.11969112,.12800001,.16049382,0,0,.17605634,.12096774,0,.10204082,.20422535,0,0,0,0,0,.19266056,0,.1880734,.18309858,0,.16491228,.2027027,.1559322,.12676056,.17266187,.11284047,.13989638,.1056338,0,0,0,.16101696,.14678898,.14788732,.2311828,.11428571,0,.12448133,0,0,.14225942,0,.11971831,.17375886,0,0,.17605634,.16489361,.11267605,.16793893,.12631579,.15602838,0,.21052632,.22580644,.21126761,0,.13362069,0,.21505377,0,0,0,.1971831,0,.11971831,0,.22099447,0,.12087912,.18309858,0,.1056338,0,.16197184,.13118812,0,.12154696,.1238938,0,.17050691,.11111111,.15882353,.13333334,0,.1237864,.14124294,.16425121,0,.18859649,0,0,.15202703,0,0,.12367491,0,0,.12080537,0,0,0,.15463917,.17605634,0,.17405063,0,.14772727,.11671925,0,.17318435,0,.18446602,0,.1056338,.11333334,0,0,0,0,.16666667,.16759777,.145,.1392405,.1402715,.125,.12314225,.11971831,0,0,0,.125,0,0,.16455697,0,.14788732
40,Austria,AUT,0,.16504854,0,.10762332,.12234043,0,0,.14925373,.11971831,0,0,0,0,.13592233,.11007026,0,.11650486,0,0,.11650486,0,0,0,.17475729,0,0,.11711711,.14746544,0,0,0,0,.10756972,.1010101,.13138686,0,0,0,0,0,0,.13076924,.10679612,0,.11818182,0,.10885609,0,.11764706,.10703364,0,0,0,0,.118,.10185185,0,.13080169,0,.11491936,0,.11734694,.12931034,0,.11650486,0,0,0,.11009175,0,.11009175,0,0,0,.10135135,0,0,0,0,0,.13385826,0,0,0,0,0,.14563107,.10752688,0,0,.10788382,.11267605,0,.11297071,0,0,0,0,0,.12408759,0,0,0,0,0,0,0,0,0,0,0,0,.10215054,0,0,0,0,0,0,0,0,0,.10989011,0,0,0,0,.15126051,.13613862,0,0,.12831858,0,0,0,0,0,0,0,.12429378,0,.1262136,0,0,0,0,0,0,.10600707,0,0,.16107382,.11176471,0,0,0,0,0,0,0,.10227273,.11356467,.10197368,.10614525,0,0,0,0,0,0,0,0,0,0,0,0,.11392405,.11312217,.16249999,.11889596,.10679612,0,0,.1262136,0,0,0,.11392405,0,.10169491
44,Bahamas,BHS,0,.12337662,0,.16143498,0,0,0,.25870648,.1038961,0,0,0,0,.11688311,.13348946,0,0,0,.16776316,0,0,.13559322,.11229946,.11165048,0,.16233766,.17117117,.10138249,0,0,.11038961,0,.25896415,0,.24025974,0,0,0,0,0,.12935324,.1038961,.1038961,0,.14090909,0,0,.11688311,0,.13455658,.13612565,0,0,.12741312,.11,.11111111,.19480519,.12658228,.15584415,.13104838,0,.13520408,.22077923,.15584415,0,0,0,0,.15902141,0,.11926606,0,0,0,.11688311,.11864407,0,.10071942,.12451362,.15284973,.19480519,.11038961,0,.13636364,.11440678,0,.1038961,.12903225,0,.18831168,.18257262,.25324675,0,0,0,0,.11347517,0,0,0,.10106383,0,.16030534,.11052632,.15248227,0,.19298245,.14516129,.13636364,0,.13362069,0,.10215054,0,0,.12337662,.11688311,.13636364,.14935064,0,.11049724,0,.12637363,.18831168,0,.1038961,0,.2012987,.13366337,.13636364,.1160221,.2920354,0,.15207373,0,.20588236,.14935064,0,.1262136,.13559322,0,.15584415,.10526316,0,0,0,.21428572,.12337662,0,0,.1038961,.19480519,.10588235,0,0,0,0,.11038961,.14873418,0,0,0,.10197368,.11731844,0,.11165048,0,0,0,.11038961,0,0,0,.10648149,0,.27500001,.18987341,.19909503,.28749999,.12951168,.1038961,0,0,0,0,0,0,.2658228,.13636364,.19480519
48,Bahrain,BHR,0,0,0,.17647059,.19294117,0,0,.15764706,.13176471,0,0,0,0,0,.41686183,0,0,0,.28705883,0,0,.26352942,.23294118,.21411765,0,0,.19294117,.21647058,0,0,0,0,.26117647,.36941177,.11058824,.312749,0,0,0,0,.18117647,.14588235,0,0,.22117648,.52470589,.5387454,0,.10823529,.40941176,.14352942,0,0,.1717647,.454,.3435294,0,.32235295,0,.45967743,0,.32941177,.10117647,0,0,0,0,0,.28705883,0,.16941176,0,0,.16470589,.11294118,.36000001,0,.3317647,.13411765,.26117647,.11294118,0,0,0,.19294117,.47522935,0,.16235293,.31294116,0,.19294117,0,0,.1882353,0,0,.28235295,0,0,.11764706,.11058824,0,.27294117,.26588234,.30588236,0,0,.16941176,0,0,.19764706,0,.16470589,0,0,0,.11058824,0,0,0,.11294118,0,.12705882,0,0,0,0,0,.36705881,.11529412,.12235294,.24235295,0,.12705882,.14352942,.10588235,0,0,.47058824,.12470588,.40000001,0,.19529411,0,0,.31058824,.11058824,0,.23999999,0,0,.10588235,.10823529,0,0,.15529412,.16941176,0,.37882352,0,.36470589,.45647058,.39294118,.16,0,.11294118,0,0,.23764706,0,0,0,0,.13176471,.32470587,.12,.13411765,.23294118,.12470588,.41613588,0,0,0,0,.13176471,0,0,.20941177,0,0
50,Bangladesh,BGD,0,0,0,0,0,0,.10526316,0,0,0,0,0,0,0,0,.10769231,.10606061,0,0,0,0,0,0,0,0,0,0,0,0,.10810811,0,0,0,0,0,0,0,0,.1025641,.14814815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11538462,0,0,0,0,0,0,.10810811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,.15625,0,0,0,0,0,0,0,0,0,.14754099,0,0,0,0,0,0,0,0,0,0,0,0,.14285715,0,0,0,.19148937,0,0,0
51,Armenia,ARM,0,.18367347,0,.10762332,.14361702,0,.14736842,0,0,.13592233,.11688311,0,0,0,0,.22499999,.26249999,.13131313,0,0,0,0,0,0,0,.16304348,0,0,0,0,.19753087,.1125,0,0,0,0,.13541667,.1375,0,0,.12935324,.16923077,0,0,.10454545,0,0,.2,.14285715,0,.14136125,0,.10843374,0,0,0,.25242719,0,.13868614,0,0,0,.13793103,.17307693,0,0,0,0,0,0,.12385321,.10576923,.16249999,0,.11486486,0,.1125,0,.10505836,0,0,0,0,.125,0,0,.15000001,.11827957,0,0,.16182573,.15492958,0,0,0,.12631579,.10283688,0,0,.16058394,.11170213,0,0,0,0,0,.10526316,0,.11347517,0,0,0,0,.22499999,0,.11627907,.13725491,.125,.16249999,0,0,.21250001,0,.17171717,0,.22499999,0,.13445379,0,0,.10497238,.1238938,0,.11059908,0,.10588235,0,0,0,0,0,0,.11403508,0,0,0,0,.30000001,0,0,.1375,.17449665,0,0,.12195122,.10309278,0,.125,0,0,0,0,0,0,0,.10194175,0,.22580644,0,.1375,0,0,0,0,0,.17,.24050634,0,0,0,.14130434,0,0,0,0,0,.2375,.12236287,.1125,.14406779
52,Barbados,BRB,0,0,0,.15690866,.13348946,0,0,.22482435,.11709602,.11007026,.13348946,.41686183,0,0,0,0,0,0,.26932085,0,0,.21077283,.21077283,.15925059,0,0,.18501171,.23653395,0,0,0,0,.26932085,.25292739,.11943794,.22709164,0,0,0,0,.1615925,.14285715,0,0,.20374708,.35362998,.45756456,0,.1147541,.37002343,.15925059,0,0,.24121779,.41800001,.33021078,0,.25526932,.11241218,.47177419,0,.44730678,0,.10538641,0,0,0,0,.323185,0,.22014052,0,0,.12412178,.1264637,.28337237,0,.28337237,.15456675,.2857143,.14285715,0,0,0,.23419204,.34311926,0,.20374708,.26463699,0,.24121779,.13348946,0,.22014052,0,0,.23653395,0,0,.11007026,.11007026,0,.29039812,.20608899,.25995317,0,.10070258,.13583139,0,0,.22014052,0,.17798595,0,0,0,0,0,0,0,.12177986,0,.15925059,0,0,0,0,0,.55737704,.10070258,.12177986,.24355972,0,.1381733,.12880562,.1498829,.10070258,0,.44496489,.14285715,.36065573,0,.19437939,0,0,.21311475,.11241218,0,.21077283,0,0,.13348946,.14285715,0,0,.18969555,.10070258,0,.34894612,0,.26932085,.31381732,.29508197,.15222482,0,.15690866,0,0,.22482435,0,0,0,0,.12177986,.28805619,.14051522,.13348946,.21311475,.1615925,.43949044,0,0,0,0,.11709602,0,0,.25292739,0,0
56,Belgium,BEL,0,.15306123,0,0,0,0,.23157895,0,0,0,0,0,.10769231,.22499999,0,0,.30303031,0,0,.10714286,0,0,0,0,0,.13043478,0,0,0,.12307692,0,.18461539,0,0,0,0,.25,.23076923,0,.10769231,.10447761,.17692308,.13846155,0,0,0,0,.16923077,.10084034,0,.12565444,0,.14457831,.11196911,0,0,.19417475,0,.15328467,0,0,0,.19827586,.24038461,0,.16923077,.10769231,0,0,0,.13761468,.10576923,.26153848,0,.16216215,0,.13846155,0,0,0,0,.12307692,0,0,0,0,.14864865,.10215054,0,.1375,.13278009,0,0,0,0,.10526316,0,0,0,0,.11702128,.10769231,.10305344,.10526316,.10992908,0,0,.10215054,.14184397,0,0,0,0,.27692309,0,.18604651,.13725491,0,.28169015,0,.14917128,.26153848,.10989011,0,0,.26153848,.12307692,.15966387,0,0,.11049724,0,.15384616,.11520737,0,0,0,.15384616,0,0,0,.17721519,.11842106,.10769231,0,0,0,.14925373,0,0,.10769231,.16778524,0,.12307692,.17073171,.10824742,0,0,0,.15384616,0,0,0,0,.13846155,.10679612,0,.34408602,0,.18461539,.12307692,0,.10769231,0,0,.175,.20253165,.1040724,0,0,.18478261,.18461539,0,.13333334,0,0,.18461539,0,.16923077,.15254237
60,Bermuda,BMU,0,.1632653,0,0,0,0,.1368421,0,0,.11650486,0,0,.10606061,.26249999,0,.30303031,0,0,0,0,0,0,0,0,0,.18478261,0,0,0,0,.11111111,.12121212,0,0,0,0,.22916667,.10606061,0,0,0,0,0,0,0,0,0,.21212122,0,0,.12565444,0,0,.13127413,0,0,.25242719,0,.11678832,0,0,0,.13793103,.17307693,0,.10606061,0,0,0,0,.12385321,0,.15151516,0,.12837838,0,.15151516,0,0,0,0,0,0,0,0,0,.14864865,0,0,.1375,.11618257,.14084508,0,0,0,.11578947,0,0,0,0,0,0,0,0,0,0,0,0,.15602838,0,0,0,0,.34848484,0,.1627907,0,0,.1971831,0,0,.24242425,0,.11111111,0,.33333334,.12121212,.15126051,0,0,0,0,.10606061,.11520737,0,0,0,0,0,0,0,.20253165,.13157895,.13636364,0,0,0,.20895523,0,0,.1969697,.22147651,0,0,0,0,0,.12121212,0,0,0,0,0,0,0,.13106796,0,.23655914,0,.22727273,.15151516,0,0,0,0,.18000001,.19620253,0,0,0,.19565217,.13636364,0,.11111111,0,0,.1969697,0,.16666667,.13559322
64,Bhutan,BTN,0,0,0,.21524663,.12234043,0,.13131313,0,.11267605,0,0,0,0,.13131313,0,0,0,0,.14802632,.1010101,0,.13983051,0,0,0,0,0,0,0,0,.19191919,0,0,0,0,.11752988,0,0,0,0,.14925373,.13076924,0,0,0,0,0,0,.10084034,0,.20418848,0,.11111111,.18146718,0,.12345679,.25242719,0,.27737227,0,0,0,.15517241,.125,0,0,0,0,.13455658,0,.17889908,.16346154,.12121212,.15087719,.27027026,.13559322,.26262626,0,.19844358,.16839378,0,0,0,.1010101,0,0,.11111111,.17204301,0,0,.18257262,.16901408,.41414142,0,0,.26262626,.10283688,0,0,.16058394,.30851063,.24242425,.13358779,0,.12056737,.26760563,.28654972,.19892474,.38297874,0,0,0,.21505377,.12121212,0,.30303031,.10784314,.13131313,.19191919,0,.23204421,.18181819,0,0,0,.11111111,0,.31932774,0,0,.25414366,0,0,.29032257,.17521368,.16470589,.23333333,0,0,.10169491,.14734299,.11111111,0,.1010101,0,.15878378,0,0,0,0,0,.16778524,0,0,.12121212,.21649484,0,0,.11392405,.1010101,0,0,0,.12290503,0,.18446602,0,.12121212,.13666667,.11111111,0,0,0,.25,.14525139,.2,.15822785,0,.10625,0,.11111111,0,0,0,.24583334,0,.12121212,0,0,.11864407
68,Bolivia (Plurinational State of),BOL,0,0,0,.28947368,.17105263,0,0,.19407895,.18092105,0,.16776316,.28705883,0,0,.26932085,0,0,.14802632,0,0,0,.34539473,.22368421,.15789473,0,.11513158,.16118421,.15131579,0,0,0,0,.26973686,.22368421,.19078948,.26693228,0,0,0,0,.21052632,.14473684,0,0,.22039473,.30690536,.23800738,0,.11842106,.27828747,.24013157,0,0,.3125,.30000001,.33641976,.12828948,.20065789,.17763157,.25403225,0,.21683674,.17434211,.12171052,0,0,0,0,.37614679,0,.26644737,0,0,.22368421,.20394737,.39144737,0,.31907895,.2631579,.30051813,0,0,0,0,.21710527,.29357797,0,.23684211,.17142858,0,.25986841,.16447368,.125,.16118421,0,.15460527,.29276314,0,0,0,.22697368,.10526316,.35855263,.20723684,.3618421,.1875,.23684211,.29276314,.17434211,0,.23684211,0,.3125,0,0,.10855263,.13815789,0,0,0,.21381579,0,.15789473,0,0,0,0,.16118421,.25,0,.20723684,.23355263,0,.2631579,.19078948,.22697368,.14144737,0,.35679612,.18092105,.34541062,.11513158,.24671052,0,0,.44078946,.125,0,.19736843,0,0,.14473684,.10526316,0,0,.28947368,.1118421,0,.42088607,0,.3256579,.31861198,0,.20394737,0,.27631578,0,.10197368,.25,0,0,0,0,.29276314,.39944133,.19407895,.16447368,.24342105,.17105263,.20382166,.1118421,0,0,0,.25,0,0,.21381579,0,.11513158
70,Bosnia Herzegovina,BIH,0,0,0,.10313901,0,0,.2,0,.14084508,.11650486,0,0,0,0,0,.10714286,0,.1010101,0,0,.13095239,.12711865,0,0,0,0,0,.11059908,0,0,0,0,.11553785,0,0,0,0,.10714286,0,0,.10447761,0,0,0,0,0,0,.10714286,0,0,0,0,0,.13899614,0,.11419753,.10679612,0,0,0,0,0,.12931034,0,0,0,0,0,.11009175,0,0,.125,0,0,0,.10847457,0,0,0,0,0,0,0,.10714286,.11016949,0,0,.14516129,0,0,0,.11971831,0,0,0,0,.11702128,0,0,.12408759,0,0,0,.10526316,.10283688,0,0,.10752688,0,0,0,0,.11827957,0,0,0,.11764706,0,.14285715,0,.10497238,0,.10439561,.1010101,0,0,0,.1092437,0,.10169491,.10497238,0,.11904762,0,0,0,0,0,0,0,0,0,0,0,0,.10135135,.11450382,0,0,.15476191,0,0,0,0,0,0,0,0,.11392405,0,0,.10094637,0,0,0,.10194175,0,.11827957,0,.13095239,0,0,.14285715,0,.11173184,0,0,0,0,0,.10869565,0,.14285715,.15555556,0,0,0,0,0,0
72,Botswana,BWA,0,0,0,0,0,.12280702,.10526316,0,0,0,0,0,0,0,0,0,0,0,0,.13095239,0,0,0,0,0,0,0,0,0,.10526316,0,0,0,0,0,0,0,0,0,0,0,0,.19298245,0,0,0,0,.10526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10344828,0,.23728813,0,0,0,0,.10526316,0,.11538462,0,0,0,0,0,0,0,0,0,0,0,.12162162,0,0,.16216215,0,0,0,0,0,0,0,0,0,0,0,0,.12408759,0,0,0,0,0,0,0,0,0,.10526316,0,0,0,0,0,0,.14705883,0,.11267605,0,0,0,0,.1010101,.10526316,0,0,0,0,.11864407,0,0,.10344828,0,0,0,0,0,0,0,0,0,0,.16949153,0,0,0,.14925373,0,0,0,.10738255,0,0,0,0,0,0,0,0,0,0,0,0,.15789473,0,0,0,0,0,0,0,.10526316,0,0,0,0,0,0,0,0,.10526316,0,0,0,0,.12280702,0,0,0
