country_code_BACI,country_name,iso3,AFG,ALB,DZA,AGO,AZE,ARG,AUS,AUT,BHS,BHR,BGD,ARM,BRB,BEL,BMU,BOL,BIH,BRA,BLZ,VGB,BRN,BGR,MMR,BLR,KHM,CMR,CAN,CYM,CAF,LKA,TCD,CHL,CHN,COL,COG,COD,CRI,HRV,CUB,CYP,CZE,BEN,DNK,DOM,ECU,SLV,GNQ,ETH,EST,FJI,FIN,FRA,PYF,GAB,GEO,GMB,DEU,GHA,GRC,GRL,GTM,GIN,GUY,HTI,HND,HKG,HUN,ISL,IDN,IRN,IRQ,IRL,ISR,ITA,CIV,JAM,JPN,KAZ,JOR,KEN,PRK,KOR,KWT,KGZ,LAO,LBN,LVA,LBR,LBY,LTU,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,S19,MNG,MDA,MAR,MOZ,OMN,NPL,NLD,ANT,ABW,NCL,NZL,NIC,NER,NGA,NOR,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,ROU,RUS,SAU,SEN,SYC,SLE,IND,SGP,SVK,VNM,SVN,ZA1,ZWE,ESP,SDN,SUR,SWE,CHE,SYR,TJK,THA,TGO,TTO,ARE,TUN,TUR,TKM,UGA,UKR,MKD,EGY,GBR,TZA,USA,PUS,BFA,URY,UZB,VEN,YEM,SCG,ZMB
266,Gabon,GAB,.10526316,0,.11764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.15000001,.24390244,.23076923,.25925925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1509434,.12903225,0,.17647059,0,0,0,.11538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.12,0,0,0,0,.17647059,0,0,0,0,0,0,0,0,0,0,0,0,0,.10752688,0,0,0,0,0,0,0,0,.21212122,0,0,0,0,0,0,0,0,0,0,.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10526316,0,0,0
268,Georgia,GEO,0,0,0,0,0,0,.12832929,0,.18886198,.39225182,0,.44724771,0,0,0,.23002422,0,.13317192,.14043583,.24455206,0,0,0,.16949153,.12590799,0,0,.21549636,.38256657,0,.21549636,0,0,0,0,.12832929,0,0,0,.14769976,.38717338,.52325583,.33171913,0,0,0,0,.35593221,.22276029,0,.23970944,0,.50980395,0,0,.13317192,0,0,0,0,.21549636,0,.12348668,0,.18401937,0,.20338982,0,.22276029,0,.23486683,.18886198,0,0,0,.21791768,.40305009,0,0,.30992737,0,.12106538,0,0,.17433414,0,0,.18644068,0,0,0,.14769976,.17675544,0,0,0,0,0,.15738499,.15012106,0,0,0,0,0,0,0,0,.10411622,0,0,0,0,.39709443,.15012106,0,.18159807,0,0,.12832929,0,0,0,.27118644,.10411622,.15496369,0,0,0,0,.17191283,.15254237,.19854721,0,.15738499,0,.11380145,.17675544,0,.13559322,0,.25181597,.30266345,.33898306,0,0,0,0,.10895884,0,0,0,0,.18886198,0,0,.19854721,.14285715,.50917429,0,0,0,0,0,.24697337,0,0
270,Gambia,GMB,0,0,0,.23717949,0,0,.22162162,.25,.21100917,.14070351,.21153846,.13073395,0,0,0,.22972973,0,0,.21546961,.16296296,0,0,.15384616,.16101696,.13461539,0,0,.15151516,.11285266,.23566879,.11138614,.11538462,0,0,0,.18404908,.15384616,.13461539,0,.13142857,.14014252,.11821705,.13057324,.1025641,0,0,.16666667,.13249999,.18897638,0,.13452914,.10897436,.13725491,0,.13317192,0,0,0,0,0,.18577075,0,.17032968,0,0,.12179487,.1659919,0,.14776632,.10756972,.14733543,.14102565,.12179487,0,0,.14159292,.11764706,.11538462,.10897436,.10431655,.21153846,.17751479,.21794872,0,0,0,0,.18957347,0,0,.13461539,.19469027,.21568628,0,.1474359,.21794872,.1025641,0,.12987013,.17412935,0,0,.14102565,.12820514,0,0,.12179487,0,.11392405,0,0,0,.12179487,.11386139,.16666667,.13461539,.14903846,0,0,.14146341,.15853658,.12179487,0,.13611111,.13043478,.1119403,.16666667,.1025641,0,0,.21311475,.23497267,0,0,.20851064,0,.15384616,0,0,.14210527,0,.15467626,.14603175,.14432989,0,0,0,.14102565,0,0,.1025641,.12820514,0,.18181819,.18589744,.10897436,.26637554,.1734104,.13302752,.1474359,.15384616,0,.12025317,0,.22764228,.1474359,.17948718
276,Germany,DEU,0,0,0,0,.12962963,0,0,0,0,0,0,0,.29824561,.18867925,0,0,0,0,.10497238,0,.13207547,0,.14285715,0,0,0,.16981132,0,0,.10191083,0,.46666667,.39622641,.20754717,.16981132,0,.12162162,0,0,0,0,0,0,.14285715,0,.21518987,0,0,0,.11320755,0,.17105263,0,.1509434,0,0,0,.3018868,.25925925,.11320755,0,0,0,.20754717,0,.14516129,0,0,0,.10756972,0,0,0,0,0,0,0,.14457831,0,0,.10476191,.13017751,0,.13207547,0,0,.11320755,0,0,0,0,0,0,0,0,0,.152,0,0,0,.20754717,0,.1827957,0,.21666667,0,.11926606,.11320755,.10126583,0,.12280702,.26415095,.13,0,0,0,0,0,0,0,.11585366,.1056338,.2264151,0,0,0,.1882353,.11842106,0,0,0,0,0,0,0,.18867925,.13385826,0,.22222222,0,.18867925,0,0,0,0,0,0,.21428572,0,.14285715,.11428571,0,0,0,.13793103,.16666667,0,0,0,.10344828,0,0,0,0,0,.16190477,.12800001
288,Ghana,GHA,0,0,0,0,0,0,0,0,0,0,0,0,.15789473,.11627907,0,0,0,0,0,0,.10869565,0,0,0,0,0,.22580644,0,0,0,0,.16666667,.29268292,.22580644,.29032257,0,0,0,0,0,0,0,0,0,0,.12658228,0,0,0,0,0,.11842106,0,.12903225,0,0,.3018868,0,.24074075,.16129032,0,.19354838,0,.21153846,0,0,0,0,0,0,0,0,0,0,.10169491,0,0,.13253012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16129032,0,0,.15909091,0,.10752688,0,.16666667,.22580644,0,0,0,.16129032,0,.18181819,.12,0,0,0,0,0,0,0,0,0,.38709676,0,0,0,0,.10526316,0,0,0,0,0,0,0,.12,.11811024,0,.18518518,0,.29032257,0,0,0,.13513513,0,0,.1632653,0,0,0,0,0,0,.13793103,.13333334,0,0,0,0,0,0,0,.25806451,0,0,0
300,Greece,GRC,0,.14545454,0,0,0,0,0,0,0,0,0,0,.2631579,.14814815,.13043478,0,0,0,0,0,.22222222,0,0,0,0,0,.14814815,0,0,0,0,.16666667,.14814815,0,0,0,.11486486,0,0,0,0,0,0,0,0,.16455697,0,0,0,.12962963,0,.14473684,0,0,0,0,.25925925,.24074075,0,0,0,.12962963,.10439561,.18518518,0,.10483871,0,0,0,0,0,0,0,0,.15254237,0,0,.12048193,0,0,0,.147929,.14678898,0,0,0,0,0,0,0,.1056338,0,0,0,.11029412,0,.16,0,0,0,.16666667,0,.19354838,0,.18333334,.11111111,0,.16666667,0,.12962963,.19298245,0,.14,0,0,0,0,.12962963,.1092437,0,.11585366,0,.11111111,0,0,0,.10588235,0,0,0,0,0,0,0,0,.22222222,.20472442,0,0,0,.14814815,0,0,0,.12962963,.12328767,0,.24489796,0,.14285715,0,0,0,0,.20689656,.26666668,0,0,0,.12643678,0,.12121212,.12025317,0,0,.15238096,0
304,Greenland,GRL,0,0,.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,0,0,0,0,0,0,.17073171,.23076923,.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.17647059,0,0,.11320755,.16129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,0,0,0,0,0,0,0,0,0,0,0,.13333334,0,0,.18181819,.18181819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.12121212,0,0,0,0,0,0,0,0,0,0,.16666667,0,0,0,0,0,0,.11764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.15789473,0,0,0
320,Guatemala,GTM,0,.10671937,0,.23715416,0,0,.22134387,.13043478,.24901186,.23115578,.1541502,.2614679,0,0,.13438736,.35472974,0,0,.28458497,.2888889,0,0,.1027668,.18181819,.14229248,0,0,.19318181,.18808778,.18181819,.22277227,0,0,0,0,.22134387,.23320158,0,0,.26877472,.22802851,.18604651,.27388534,.18577075,0,.11067194,.28853756,.30500001,.27559054,0,.19367589,.16996047,.22222222,0,.21549636,.18577075,0,0,0,0,0,0,.33992094,0,.21694915,.23320158,.37549406,.13438736,.28522336,.256917,.28526646,.12648222,.17786561,0,0,.25296444,.2788671,.17391305,.18181819,0,.12252964,.27272728,.13833992,.1027668,.24110672,0,0,.38339922,0,0,.18972331,.32015809,.29249012,.15810277,.24505928,.20553359,.19762845,0,.25296444,.38735178,0,0,.13833992,0,0,0,.17391305,0,.11067194,0,0,0,.16996047,.23267327,.1541502,.19367589,.26877472,0,.22529644,.22529644,.23715416,.15810277,0,.30000001,.18181819,.33955225,0,0,0,0,.32411069,.13833992,.209622,0,.35968378,0,.19762845,0,0,.33992094,0,.26978418,.2920635,.18900344,0,.18577075,0,.17391305,.26482213,.11857708,.12648222,.12252964,.19762845,.44405594,.1541502,0,.25296444,.21343873,.16743119,.15810277,.16205534,0,.20158103,0,.25296444,.13043478,.18577075
324,Guinea,GIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10869565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.19354838,.12962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.22033899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1724138,0,0,0,0,0,.125,.11666667,.44999999,0,0,0,.25,0,0,0,0,0,0,0,.19354838,0,0,0,0,.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.16666667,0,0,0,.21621622,0,.15000001,0,0,0,0,0,0,0,0,.11666667,0,0,0,0,0,0,0,.30000001,0,0,0
328,Guyana,GUY,0,0,0,.25274727,0,0,.22162162,.10989011,.1559633,.14824121,.13186814,.20412844,0,0,.17032968,.24662162,0,0,.26373628,.25925925,.10439561,0,.11538462,.19067797,.18681319,0,0,.15909091,0,.1978022,.18069308,.10439561,0,0,0,.30219781,.43406594,0,0,.30219781,.16627078,.10271318,.21337579,.2912088,0,.17032968,.30219781,.19,.19685039,0,0,.21978022,.16775599,0,.12348668,.17032968,0,0,.10439561,0,.33992094,0,0,0,.18983051,.36813188,.29959515,.17582418,.24054983,.26294822,.25705329,.13736264,.12087912,0,0,.2079646,.18518518,.26373628,.20329671,0,0,.37362638,.17582418,.14835165,.15611814,0,.15384616,.31279621,0,0,.32967034,.27876106,.30882353,.1978022,.26373628,.30219781,.26373628,0,.27272728,.32338309,0,0,.21428572,.11538462,0,0,.22527473,.14285715,.15934066,0,0,0,.23076923,.21534653,0,.27472529,.22596154,0,.27472529,.30731708,.25274727,.21978022,0,.21111111,.15217391,.29104477,.12637363,.12637363,0,0,.22950819,0,.13745704,0,.27659574,0,.20329671,.10989011,0,.49473685,0,.20143884,.2,0,0,.17032968,0,.1978022,.27530363,.13186814,0,.15934066,.22527473,.32517484,.18131869,0,.19213974,.23076923,.11926606,.13736264,.13736264,0,.28021979,0,.15853658,.17582418,.17032968
332,Haiti,HTI,0,0,0,.1192053,.12962963,0,0,0,0,0,0,0,.15789473,0,.20289855,0,0,0,.11049724,0,.26923078,0,.11904762,0,0,0,0,0,0,0,0,.2,.17307693,.1923077,.21153846,0,.12837838,.11538462,0,0,0,0,0,.14285715,0,.15189873,0,0,0,0,0,.28947368,0,.11538462,0,0,.20754717,.21153846,.18518518,0,0,0,0,0,0,.16935484,0,.15277778,0,.13147411,0,0,0,0,.10169491,0,0,.21686748,0,0,0,0,0,.30769232,0,0,0,0,0,0,.14788732,0,0,.11111111,.13970588,.12903225,.16,.17307693,0,0,0,.11392405,.22580644,.15277778,.23333333,0,.14678898,.1923077,0,0,0,.13461539,.2,0,0,0,0,.1923077,.11764706,0,.1097561,.14084508,.15384616,0,0,0,.15294118,0,0,0,0,0,0,0,0,.15384616,.11811024,0,.12962963,0,.21153846,0,0,0,.13461539,.12328767,0,.13265306,0,0,0,0,0,0,.15517241,.15000001,0,0,0,0,0,0,.1392405,0,0,0,.112
340,Honduras,HND,0,0,0,.21355931,0,.10508475,0,0,.10169491,.20854272,0,.13761468,0,0,.16271186,.25675675,0,.10169491,.17627119,.2,0,0,0,.13898306,.11525424,0,0,.10169491,.23197491,0,.56435645,0,0,0,0,.16949153,.15254237,0,0,.16949153,.24465558,.15503876,.21337579,.1559322,0,0,.19322033,.17749999,.25084746,0,0,.14576271,.15250544,0,.18401937,0,0,0,0,0,.21694915,0,.18983051,0,0,.1559322,.23728813,.17288135,.25762713,.35593221,.34796238,.1220339,0,0,0,.20338982,.28758171,0,0,.23050848,0,.17288135,.10508475,.13220339,.35254237,0,.10508475,.23050848,0,0,.31525424,.19661017,.19661017,.26440677,.17966102,.12881356,.21694915,0,.28813559,.23389831,0,.10508475,.13898306,.10169491,0,0,.23389831,0,.23728813,0,0,0,0,.12128713,0,.2,.12542373,0,.24067797,.33898306,.15932204,.27457628,0,.22222222,.25084746,.31864408,0,0,0,0,.24745762,0,.52542371,0,.18305084,0,.10169491,.2,0,.26101694,0,.15254237,.2825397,.11864407,0,.10508475,0,0,.44067797,0,0,0,.22033899,.28474575,.10847457,0,0,.11525424,.1559633,0,0,0,.29152542,0,0,0,0
344,"China, Hong Kong SAR",HKG,0,0,0,.29801324,0,.12096774,.12972973,0,.1146789,0,.11290322,0,.13709678,0,.25,.2027027,0,0,.20994475,.17407407,.12903225,0,.15322581,.13135593,.12903225,0,0,.125,0,.18471338,.16089109,.17741935,.11290322,0,0,.23312883,.37162161,.10483871,0,.2,.10213777,0,.12101911,.46774194,0,.24193548,.28387097,.1075,.19291338,0,0,.33870968,0,0,0,.12179487,.14516129,0,.10483871,0,.23320158,0,.36813188,.16935484,.1559322,0,.19838056,.25806451,.13745704,.26693228,.17554858,0,.12903225,0,0,.13716814,0,.3548387,.16129032,0,0,.21893491,.17741935,.24193548,.11814346,0,.25,.21327014,0,0,.35211268,.23451327,.21078432,.24193548,.31617647,0,.336,.15322581,.22510822,.2238806,0,0,.29838711,.15322581,.13709678,0,.28225806,.16129032,.18987341,0,0,0,.32258064,.10396039,0,.32283464,.125,0,.33064517,.2292683,.25,.3028169,.11290322,.15000001,.14673913,.22014925,.17741935,.17741935,0,0,.20491803,0,0,0,.17872341,0,.20472442,0,.10483871,.33157894,0,.1438849,.11428571,0,0,.23387097,0,.2016129,.20647773,.12903225,.12903225,.16935484,.29838711,.2027972,.27419356,.12903225,.11790393,.14450867,0,.12903225,.14516129,0,.31645569,0,.1097561,.17741935,.2
348,Hungary,HUN,0,0,0,.25101215,0,0,.21052632,0,.18218623,.28140703,.11740891,.23853211,0,0,.12145749,.36824325,0,0,.32388663,.35185185,0,0,.10121457,.20242915,.16194332,0,0,.26136363,.20376176,.16194332,.23019803,0,0,0,0,.20647773,.2145749,0,0,.24696356,.29453683,.21705426,.3312102,.17004049,0,0,.22267206,.26249999,.38582677,0,.2631579,.14979757,.23311546,0,.20338982,.1659919,0,0,0,0,.37549406,0,.29959515,0,.23728813,.19838056,0,.10931174,.38487974,.27888447,.21003135,.15384616,.12145749,0,0,.17004049,.25708061,.13765182,.15384616,.11510792,0,.22267206,.10121457,.10526316,.19838056,0,.10931174,.31578946,0,0,.18623482,.41295546,.37651822,.1659919,.1902834,.22267206,.16194332,0,.21862349,.33603239,0,.11336032,.13360325,0,0,0,.15789473,0,.1659919,0,0,0,.12955466,.24009901,.1659919,.14574899,.21862349,0,.15789473,.22267206,.15384616,.14979757,0,.33888888,.15789473,.35447761,.11336032,0,0,0,.38461539,.14979757,.17869416,0,.36842105,0,.14574899,.14979757,0,.31174091,0,.38489208,.3968254,.22680412,0,.11336032,0,.12145749,0,0,0,.13765182,.18218623,.31468531,.10931174,0,.25506073,.21862349,.19036697,0,.14979757,0,.18623482,0,.20647773,.11336032,.13360325
352,Iceland,ISL,0,0,0,.24503312,0,.15277778,0,0,0,0,0,0,.125,.11111111,.4861111,.10135135,0,0,.14917128,0,0,0,.11904762,0,0,.11111111,0,0,0,0,.12871288,0,.125,0,0,.12883435,.1554054,.11111111,0,.12571429,0,0,0,.31632653,0,.11392405,.23225807,0,.11023622,0,0,.36842105,0,0,0,0,0,0,0,0,.13438736,0,.17582418,.15277778,.17288135,.25806451,.10931174,0,0,.17529881,.12852664,0,0,0,0,0,0,.3493976,0,0,0,.147929,0,.40277779,.10548523,0,.34722221,.14691943,0,0,.3028169,.11946902,0,.26262626,.24264705,.15322581,.296,.19444445,.13419913,.12935324,.11111111,.11392405,.32258064,0,0,0,.27522936,.22222222,0,0,0,0,.2,0,0,.29133859,0,.11111111,.31932774,.16097561,.10365853,.27464789,0,0,.10869565,.13432837,0,.19736843,0,0,.15983607,0,0,0,.10212766,.11111111,.11023622,0,.11111111,.17894737,0,0,0,0,0,.28767124,0,.14285715,.15384616,0,.1388889,0,.33944955,.12237762,.12931034,0,0,0,0,0,0,0,.29746836,0,0,0,.112
360,Indonesia,IDN,0,0,0,.19243987,0,0,.20618556,0,.17869416,.35175881,.12714776,.29128441,0,0,.10309278,.37162161,0,0,.25773194,.34020618,0,0,0,.2371134,.11683849,0,0,.28522336,.20062695,.17182131,.28712872,0,0,0,0,.16838488,.18213059,0,0,.20618556,.36104512,.2635659,.30891719,.13402061,0,0,.18213059,.30500001,.32302406,0,.21993127,.11683849,.32026145,0,.22276029,.14776632,0,0,0,0,.28522336,0,.24054983,0,.25762713,.13745704,.38487974,0,0,.22336769,.22257054,.14089347,0,0,0,.25085911,.25708061,.10309278,.1305842,.19931272,0,.16838488,.12371134,0,.22336769,0,0,.24054983,0,0,.1580756,.32646048,.22336769,0,.16838488,.19243987,.11340206,0,.30584192,.26460481,0,0,.12714776,0,0,0,.11340206,0,.17869416,0,0,0,.12027492,.2970297,.11683849,.12714776,.23024055,0,.12714776,.18556701,.13745704,.16151203,0,.42500001,.16494845,.34707904,.10996564,0,0,0,.34364262,.13402061,0,0,.38487974,0,.12027492,.13745704,0,.24054983,0,.40206185,.37777779,0,0,0,0,0,.29209623,0,0,0,.1305842,.3539519,.10309278,0,.2783505,.18900344,.24311927,0,.10652921,0,.19243987,0,.20618556,.11340206,.12027492
364,Iran,IRN,0,0,0,.24701196,0,.11553785,.14741036,0,.15537849,.1557789,0,.14449541,.11553785,0,.17529881,.32432431,0,0,.22310758,.28518519,0,0,.11952192,.25896415,0,0,0,.20454545,.11285266,.17131475,.32920793,.15936255,0,0,0,.21115538,.22709164,0,0,.187251,.20665084,.10271318,.1687898,.18326694,0,.15936255,.25498009,.2075,.33070865,0,.14741036,.17529881,.12854031,0,0,.10756972,.10756972,0,0,0,.256917,0,.26294822,.13147411,.35593221,.26693228,.27888447,.17529881,.22336769,0,.3354232,0,.11553785,0,0,.15139443,.18518518,.1434263,0,.11870503,0,.24701196,0,.16334662,.32270917,0,.13944224,.2310757,0,0,.33864543,.29482073,.27888447,.19521913,.2310757,.15537849,.2430279,0,.26294822,.23505977,0,0,.23904383,.11155379,.11155379,0,.19521913,.11155379,.30677292,0,0,0,.17131475,.16089109,.16334662,.23505977,.17131475,0,.23904383,.33466136,.26294822,.32270917,0,.26111111,.23505977,.36940297,.11952192,.10756972,0,0,.35458168,.14741036,.2783505,0,.27091634,0,.15936255,.19123507,0,.31474105,0,.23021583,.22539683,.14089347,0,.12749004,0,.17131475,.48605579,0,0,.11553785,.20318726,.32517484,.21115538,0,.16334662,.16733068,0,0,.13545817,0,.374502,0,.21513945,0,.19521913
368,Iraq,IRQ,0,0,0,.19122256,0,0,.19435737,.10971787,.1724138,.21105528,0,.23623854,0,0,.13479623,.33855799,0,.13479623,.19122256,.24451411,0,0,0,.27899686,0,0,0,.13479623,0,.12852664,.40594059,0,0,0,0,.20689656,.19435737,0,0,.17868339,.27553445,.19767442,.21316615,.14106584,0,0,.27272728,.315,.20376176,0,0,.11598746,.25272331,0,.23486683,.14733543,0,0,0,0,.28526646,0,.25705329,0,.34796238,.17554858,.21003135,.12852664,.22257054,.3354232,0,.12852664,.10658307,0,0,.21943574,.29193899,.12539186,.10971787,.20062695,0,.23510972,.11598746,0,.26959246,0,.10031348,.25078371,0,0,.25078371,.23824452,.16614421,.16614421,.21003135,.14420062,.22884013,0,.18181819,.24764891,0,0,.16300941,0,0,0,.16614421,.10344828,.13479623,0,0,0,.12852664,.23019803,0,.2539185,.13793103,0,.27586207,.26959246,.21003135,.16614421,0,.25833333,.23510972,.31034482,.11598746,.10344828,0,0,.28213167,.11285266,.29467085,0,.26959246,0,.13479623,.10658307,0,.26018807,0,.20689656,.27272728,.14733543,0,.13479623,0,.14106584,.30094042,0,0,0,.17868339,.42633229,.19435737,0,.23824452,.16614421,.21100917,.10031348,.11912226,0,.25078371,0,.22257054,.13166144,.16927899
372,Ireland,IRL,0,0,0,0,0,0,.18378378,0,.21559633,.1557789,0,.16513762,0,0,0,.10135135,0,.14569536,.1436464,.15185185,0,0,0,.11864407,.13907285,0,0,.11742424,.19122256,.15286624,.10891089,0,0,0,0,.1411043,.1986755,0,0,.16571428,.10688836,.14147286,.20382166,0,0,0,0,.145,.13385826,0,.11210762,0,.16122004,0,.18886198,.14102565,0,0,0,0,.12648222,0,.13736264,0,.1220339,0,.15384616,0,.14089347,0,.12852664,0,0,0,0,.17699115,.10675381,0,0,.10431655,0,.13609467,0,0,.11392405,0,0,.1042654,0,0,0,.13274336,.16666667,0,0,.12582782,0,0,.11255411,.11442786,0,0,0,0,0,0,0,0,.12025317,0,0,0,0,.19306931,0,.1192053,.23557693,0,0,.14634146,0,0,0,.11111111,.125,0,0,0,0,0,0,0,0,0,.1106383,0,0,.16249999,0,.11578947,0,.11870503,.12698413,.1580756,0,0,0,0,.11336032,0,0,0,0,0,0,0,.1091703,.21387284,.16055046,0,0,0,0,0,.10162602,0,0
376,Israel,ISR,0,.20652173,0,.15231788,0,.15217391,.16216215,0,.11009175,0,.25242719,.10091743,0,0,0,.125,0,0,.1160221,.10740741,.10869565,0,.14130434,.10593221,0,0,0,0,0,.18471338,0,.13043478,0,0,0,.11042945,.12837838,0,0,.10857143,0,0,0,0,.10869565,.13043478,.21935484,.1075,.11023622,0,0,.13043478,0,0,0,.12179487,0,0,0,0,.17786561,0,.12087912,0,0,.12903225,.12145749,0,0,.11553785,.10658307,0,0,0,0,0,0,.15217391,.20353982,0,.16190477,.18934911,.16513762,0,0,.10869565,0,.13270143,0,0,0,.10176991,.12745099,0,.19852941,.19354838,.112,0,.1038961,.14925373,0,0,.13978495,0,0,0,0,0,0,0,.14130434,0,.17,0,.10714286,.16535433,.1201923,0,.17647059,0,.15853658,0,0,.11388889,0,0,0,0,0,.10869565,.1147541,.14754099,0,.16304348,.11914894,.14130434,.1496063,0,0,.14736842,0,0,0,0,0,.22826087,0,.18367347,0,.18478261,.20652173,.23913044,0,.18181819,.1724138,0,.12227074,0,0,.17391305,.21904762,0,.10126583,0,.15040651,0,.112
380,Italy,ITA,0,0,.14285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.13333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10526316,0,0,0
384,CÃƒÂ´te d'Ivoire,CIV,0,.11864407,0,.1192053,0,0,0,0,.11009175,0,.10679612,0,0,0,0,0,0,0,0,0,.10169491,0,0,0,0,0,0,0,0,.10828026,0,0,0,0,0,0,0,.13559322,0,0,0,0,0,0,0,.15189873,0,0,0,0,0,.14473684,0,0,0,0,0,.10169491,.15254237,0,0,.22033899,0,.10169491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10476191,.10059172,.10091743,0,0,.10169491,0,0,0,0,0,0,.10784314,0,0,0,0,.11864407,0,0,0,0,.10752688,.19444445,.18333334,.11864407,0,0,0,0,0,0,0,0,.16666667,0,.16346154,.11864407,0,0,.12804878,0,.11864407,0,0,0,0,.15789473,.10169491,0,0,0,0,0,0,0,.11023622,0,.13559322,0,.11864407,0,0,0,.16949153,0,0,0,0,0,.17142858,0,0,0,.12931034,.15000001,0,.12138728,0,0,0,0,0,.11864407,0,0,0
388,Jamaica,JAM,0,0,0,.13716814,0,0,.1238938,0,.11946902,.17839196,.11061947,.19954129,0,0,0,.18243243,0,.15044248,.19026549,.16296296,0,0,0,.13135593,.1460177,0,0,.17045455,.27586207,.17699115,.18564357,0,0,0,0,.21238938,.19911504,0,0,.18584071,.18052256,.19767442,.20700637,.14159292,0,0,.18584071,.1925,.16929133,0,.16814159,.10176991,.19607843,0,.21791768,.14159292,0,0,0,0,.25296444,0,.2079646,0,.20338982,.13716814,.17004049,0,.25085911,.15139443,.21943574,.17699115,0,0,0,0,.18518518,.1238938,.17256637,.19424461,0,.16814159,.11061947,0,.16455697,0,0,.26106194,0,0,.13716814,0,.17699115,0,.19026549,.10619469,.15486726,0,.25108224,.21238938,0,.11061947,0,0,0,0,.12831858,0,.13274336,0,0,0,0,.24504951,.13274336,.1460177,.18141593,0,.12831858,.18584071,.17256637,.1238938,0,.18888889,.1238938,.20149253,0,0,0,0,.18442623,.1238938,.17869416,0,.2,0,.15486726,.17699115,0,.2300885,0,.176259,.17460318,.17869416,0,.10619469,0,.11946902,.1902834,.10619469,0,0,.12831858,.23426573,.1238938,0,.15720524,.1460177,.25917432,0,0,0,.15044248,0,.18699187,.12831858,.1460177
392,Japan,JPN,0,0,0,.12418301,0,0,.13507625,.10021786,.11764706,.47930282,0,.38779956,0,0,0,.26143792,0,0,.18082789,.28976035,0,0,0,.18300654,0,0,0,.18300654,.34858388,0,.33551198,0,0,0,0,.16775599,.13071896,0,0,.19825707,.48148149,.50387597,.31808278,0,0,0,.13507625,.48801744,.19172113,0,.22004357,0,0,0,.40305009,.11764706,0,0,0,0,.2788671,0,.18518518,0,.28758171,0,.25708061,0,.25708061,.18518518,.29193899,.10675381,0,0,0,.18518518,0,0,0,.23093683,0,.1328976,0,0,.26797387,0,0,.23747277,0,0,.1328976,.20479302,.18082789,0,.10021786,.11328976,0,0,.19825707,.20915033,0,0,0,0,0,0,.10457516,0,0,0,0,0,0,.30501089,.10239651,.10675381,.16122004,0,.11111111,.19389978,.12418301,0,0,.33769062,.18082789,.31808278,0,0,0,0,.22657952,0,.35294119,0,.23529412,0,0,0,0,.18300654,0,.30065361,.41176471,.28758171,0,0,0,0,.19389978,0,0,0,.10675381,.34422657,0,0,.16993465,.16775599,.34204793,0,0,0,.12854031,0,.1633987,0,0
