country_code_BACI,country_name,iso3,AFG,ALB,DZA,AGO,AZE,ARG,AUS,AUT,BHS,BHR,BGD,ARM,BRB,BEL,BMU,BOL,BIH,BRA,BLZ,VGB,BRN,BGR,MMR,BLR,KHM,CMR,CAN,CYM,CAF,LKA,TCD,CHL,CHN,COL,COG,COD,CRI,HRV,CUB,CYP,CZE,BEN,DNK,DOM,ECU,SLV,GNQ,ETH,EST,FJI,FIN,FRA,PYF,GAB,GEO,GMB,DEU,GHA,GRC,GRL,GTM,GIN,GUY,HTI,HND,HKG,HUN,ISL,IDN,IRN,IRQ,IRL,ISR,ITA,CIV,JAM,JPN,KAZ,JOR,KEN,PRK,KOR,KWT,KGZ,LAO,LBN,LVA,LBR,LBY,LTU,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,S19,MNG,MDA,MAR,MOZ,OMN,NPL,NLD,ANT,ABW,NCL,NZL,NIC,NER,NGA,NOR,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,ROU,RUS,SAU,SEN,SYC,SLE,IND,SGP,SVK,VNM,SVN,ZA1,ZWE,ESP,SDN,SUR,SWE,CHE,SYR,TJK,THA,TGO,TTO,ARE,TUN,TUR,TKM,UGA,UKR,MKD,EGY,GBR,TZA,USA,PUS,BFA,URY,UZB,VEN,YEM,SCG,ZMB
144,Sri Lanka,LKA,0,0,0,.15286624,0,0,.31351352,0,.24311927,.10050251,.14649682,.12155963,0,0,0,.2195946,0,0,.19337016,.14814815,0,0,.18471338,.16949153,0,0,0,.25378788,0,0,.11386139,.12738854,0,0,0,.1595092,.22929937,0,0,.16,.12351544,0,.16242038,.11464968,0,.15286624,.1656051,.17749999,.18503937,0,.14798206,.14012739,.14379086,0,0,.23566879,.10191083,0,0,0,.18181819,0,.1978022,0,0,.18471338,.16194332,0,.17182131,.17131475,.12852664,.15286624,.18471338,0,.10828026,.17699115,0,.10828026,.14012739,0,.14012739,.25443786,.15286624,0,.11392405,0,0,.16113745,0,0,0,.20353982,.18627451,0,.22929937,.19108281,.18471338,0,.17316018,.1840796,0,0,.15286624,0,0,0,0,0,.12658228,0,0,0,.14012739,.14356436,.19047619,0,.27403846,0,0,.10731708,.37195122,.14649682,0,.19722222,.14130434,.14179105,.11464968,0,0,0,.1557377,.20218579,0,0,.21702127,0,.15286624,0,0,.17894737,0,.13669065,.10476191,.16494845,0,0,0,.15286624,.12955466,.15286624,0,.11464968,0,.21328671,.20382166,0,.1790393,.27745664,.12844037,.15923567,.14012739,0,.19620253,0,.23983739,.1656051,.17834395
148,Chad,TCD,0,0,0,.19554456,0,0,.14108911,0,.12871288,.28712872,0,.22935779,0,0,.12871288,.30940595,0,0,.19059406,.21287128,0,0,0,.17821783,0,0,0,.12623763,.22029702,.11386139,0,0,0,0,0,.14603961,.15346535,0,0,.17079207,.38479811,.21317829,.21287128,.14356436,0,0,.20049505,.32920793,.27227724,0,0,.13366337,.23965141,0,.21549636,.11138614,0,0,0,0,.22277227,0,.18069308,0,.56435645,.16089109,.23019803,.12871288,.28712872,.32920793,.40594059,.10891089,0,0,0,.18564357,.33551198,.10396039,0,.21287128,0,.16831683,.11138614,0,.25247526,0,0,.1980198,0,0,.24752475,.21287128,.18564357,.18811882,.1980198,.14108911,.20792079,0,.29950494,.23267327,0,0,.15841584,0,0,0,.16584158,0,.18811882,0,0,0,0,0,.10643564,.19554456,.12128713,0,.21039604,.28465346,.17326732,.22524753,0,.35891089,.22029702,.31188118,0,0,0,0,.2970297,.10891089,.4009901,0,.22277227,0,0,.14108911,0,.22029702,0,.21782178,.28712872,.15346535,0,.10643564,0,0,.37871286,0,0,0,.19554456,.30940595,.11881188,0,.17821783,.13861386,.20412844,0,0,0,.29950494,0,.14851485,0,.10148515
152,Chile,CHL,0,.16666667,0,0,.13333334,0,.1027027,0,0,0,.11650486,0,.30000001,.2,0,0,0,0,0,0,.11666667,0,.19047619,0,0,0,.15000001,0,0,.12738854,0,0,.38333333,.18333334,.16666667,0,.13513513,0,0,0,0,0,0,.13265306,0,.24050634,.12903225,0,.11417323,0,0,.14473684,0,.15000001,0,.11538462,.46666667,.16666667,.16666667,0,0,0,.10439561,.2,0,.17741935,0,0,0,.15936255,0,0,.13043478,0,0,0,0,.12048193,0,0,0,.17159763,0,0,0,0,.11666667,0,0,0,.13380282,.11504425,.11764706,0,0,0,.168,0,0,0,.21666667,0,.1827957,0,0,0,.11926606,.16666667,.12025317,0,.15000001,.25,.18000001,0,0,.11023622,0,0,.11764706,0,.15243903,.12676056,.2,0,0,0,.24705882,0,0,0,0,0,0,0,0,.2,.15748031,0,.15000001,.11578947,0,0,0,0,0,.19178082,0,.26530612,0,.11428571,.11428571,.16249999,0,0,.19827586,0,0,0,0,.11494253,.13333334,0,0,0,0,.13333334,.2
156,China,CHN,0,.12727273,0,0,0,0,0,0,0,0,0,0,.19298245,.20930232,0,0,0,0,0,0,.15217391,0,.13095239,0,0,0,.19512194,0,0,0,0,.38333333,0,.29268292,.2682927,0,0,.14,0,0,0,0,0,.1122449,0,.17721519,.10967742,0,0,.19512194,0,.10526316,0,.24390244,0,0,.39622641,.29268292,.14814815,.17073171,0,0,0,.17307693,0,.11290322,0,.125,0,0,0,0,0,0,0,0,0,.10843374,0,0,0,.13017751,0,.14,0,0,.13461539,0,0,0,0,0,0,0,0,0,.152,0,0,0,.25,0,.12903225,0,.15000001,0,0,.11904762,0,0,.19298245,.34146342,.14,0,0,0,0,.14634146,.10084034,0,.10365853,0,.24390244,0,0,0,.11764706,0,0,0,0,0,0,0,0,.25999999,.12598425,0,.11111111,0,.21951219,0,0,0,0,0,.14634146,.14285715,0,0,.11428571,.125,0,0,.15517241,.13333334,0,0,0,0,.12380952,0,0,.17073171,0,.10476191,.12800001
170,Colombia,COL,0,0,0,0,0,0,0,0,0,0,0,0,.10526316,0,0,0,0,0,0,0,0,0,.10714286,0,0,0,.2,0,0,0,0,.18333334,.29268292,0,.55555558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23076923,0,0,.20754717,.22580644,0,.23076923,0,0,0,.1923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14,0,0,.11538462,0,.15384616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.24242425,0,0,0,0,0,0,0,0,0,0,.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11538462,0,0,0
178,Congo,COG,.11111111,0,.18518518,0,.11111111,0,0,0,0,0,0,0,.12280702,0,0,0,0,0,0,0,0,0,.10714286,0,0,.14814815,.16666667,0,0,0,0,.16666667,.2682927,.55555558,0,0,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,.25925925,0,0,.16981132,.29032257,0,.22222222,0,0,0,.21153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.14,0,.11111111,0,0,.11111111,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.15000001,.11111111,0,0,0,.11111111,0,.24242425,0,0,0,0,0,.19354838,0,0,0,0,.23333333,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,.11111111,0,.13333334,0,0,0,.13513513,0,0,.1122449,0,0,0,0,0,0,.10344828,0,0,0,0,0,0,0,0,.18518518,0,0,0
180,Dem. Rep. of the Congo,COD,0,0,0,.17177914,0,.11042945,.22162162,0,.11009175,.14070351,0,.1559633,0,0,.13496932,.16554055,0,0,.1878453,.19259259,0,0,0,.22033899,.1595092,0,0,.13257575,.10971787,.1595092,.14603961,0,0,0,0,0,.31901839,0,0,.19428572,.17814727,.12790698,.15605095,.19018404,0,.19631901,.20245399,.16500001,.18897638,0,.14798206,.1411043,.1546841,0,.12832929,.18404908,0,0,0,0,.22134387,0,.30219781,0,.16949153,.23312883,.20647773,.12883435,.16838488,.21115538,.20689656,.1411043,.11042945,0,0,.21238938,.16775599,.14723927,.18404908,0,0,.26035503,.12269939,0,.19409283,0,0,.25592417,0,0,.20245399,.19026549,.2009804,.11656442,.17791411,.19018404,.17791411,0,.1991342,.18905473,0,0,0,0,0,0,.14723927,0,.12883435,0,0,0,.17791411,.15841584,.125,.1595092,.15384616,0,.17791411,.28292683,.19512194,.1411043,0,.19166666,.14130434,.23134328,0,0,0,0,.18032786,.15846995,.14776632,0,.20425531,0,.17791411,.11656442,0,.31578946,0,.19424461,.18095239,.12371134,0,.11042945,0,.12269939,.18218623,0,0,.12269939,.1595092,.22377622,.15337424,0,.17030568,.19653179,.11926606,0,.19631901,0,.18404908,0,.16666667,.12269939,.17791411
188,Costa Rica,CRI,0,0,0,.21192053,0,0,.2,0,.1146789,.15326633,0,.11926606,0,0,.17567568,.16216215,0,0,.1878453,.15185185,.11486486,0,.13513513,.15677966,.22297297,0,0,.13636364,0,.22929937,.15346535,.13513513,0,0,0,.31901839,0,0,0,.23999999,.12351544,0,.18789808,.32432431,0,.25675675,.23870967,.175,.18897638,0,0,.24324325,.11982571,0,0,.15384616,.12162162,0,.11486486,0,.23320158,0,.43406594,.12837838,.15254237,.37162161,.2145749,.1554054,.18213059,.22709164,.19435737,.1986755,.12837838,0,0,.19911504,.13071896,.27027026,.1891892,0,0,.31360948,.13513513,.12837838,.11392405,0,.13513513,.24644549,0,0,.29054055,.22566372,.21078432,.13513513,.2972973,.24324325,.26351351,0,.22077923,.1840796,0,.16216215,.20945945,0,0,0,.23648648,.11486486,.21518987,0,0,0,.28378379,.17079207,.125,.22972973,.24038461,0,.23648648,.27804878,.28658536,.30405405,0,.17777778,.14130434,.19402985,.12162162,.14864865,0,0,.14344262,0,0,0,.2,0,.2027027,.10625,0,.38421053,0,.14748201,.13333334,.12371134,0,.1554054,0,.22972973,.25506073,.10135135,0,.17567568,.20945945,.21328671,.25,.13513513,.13100436,.20231214,.10091743,0,.11486486,0,.31012657,0,.13414635,.16216215,.22297297
191,Croatia,HRV,0,0,0,0,0,0,0,0,.11926606,0,0,0,.15789473,.12,0,0,0,0,0,0,.16,.14,0,0,0,0,0,0,0,0,0,0,.14,0,0,0,0,0,0,0,0,0,0,.10204082,0,0,0,0,0,0,0,0,0,0,0,.13461539,0,0,0,0,0,0,0,.11538462,0,.10483871,0,.11111111,0,0,0,0,0,0,.13559322,0,0,.10843374,0,0,0,.10059172,.11009175,0,0,0,0,0,0,0,0,0,0,0,0,.11290322,0,0,0,0,0,0,0,0,.15000001,0,0,0,0,0,0,0,.13,0,0,0,0,0,0,0,.10365853,.1056338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.12244898,0,0,0,0,0,0,.12931034,.11666667,0,0,0,0,0,0,0,.14,.10569106,.14285715,.152
192,Cuba,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10204082,0,0,0,0,.14634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11428571,0,0,0,0,0,0,0,0,0,0,.13043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Cyprus,CYP,0,.10857143,0,.24571429,0,.11428571,.2054054,.12,.20183486,.15326633,.13142857,.13302752,0,0,.10285714,.22297297,0,.13142857,.26519337,.2074074,0,0,0,.11016949,.15428571,0,0,.16666667,.11912226,.16,.17079207,0,0,0,0,.19428572,.23999999,0,0,0,.17339668,.12984496,.21019109,.14857143,0,0,.22857143,.23,.16141732,0,.13004485,.14857143,.15686275,0,.14769976,.13142857,0,0,0,0,.26877472,0,.30219781,0,.16949153,.2,.24696356,.12571429,.20618556,.187251,.17868339,.16571428,.10857143,0,0,.18584071,.19825707,.17142858,.21714285,0,.12571429,.25142857,.12571429,0,.16455697,0,0,.28909951,0,0,.16571428,.23893805,.23529412,.18857142,.21714285,.23428571,.14857143,0,.18181819,.25373134,0,.14285715,.14285715,.13714285,0,0,.14857143,0,.13714285,0,.10857143,0,.17142858,.15841584,.14857143,.18857142,.17307693,0,.14857143,.24390244,.17714286,.17142858,0,.19444445,.16847827,.2238806,.13142857,.14857143,0,0,.21311475,.14754099,.12714776,0,.2,0,.16571428,.15428571,0,.23684211,0,.17985612,.19047619,.14432989,0,.12571429,0,.12571429,.1659919,0,.10857143,.12,.14285715,.24125874,.13142857,0,.23144105,.24571429,.13073395,0,0,0,.20571429,0,.17073171,.12,.12
203,Czechia,CZE,0,0,0,.13776723,0,0,.14251782,0,.1543943,.49881235,0,.40825689,0,0,0,.31828979,0,0,.2327791,.32779098,0,0,0,.22802851,0,0,0,.27790973,.3111639,.12351544,.38479811,0,0,0,0,.17814727,.12351544,0,0,.17339668,0,.47868216,.35154393,0,0,0,.14014252,.40142518,.28503564,0,.24228029,0,.42265797,0,.38717338,.14014252,0,0,0,0,.22802851,0,.16627078,0,.24465558,.10213777,.29453683,0,.36104512,.20665084,.27553445,.10688836,0,0,0,.18052256,.48148149,0,.10451306,.24940617,0,.1543943,0,0,.21615201,0,0,.18764846,0,0,.11638955,.25415677,.2304038,0,0,.11876485,0,0,.20190024,.2304038,0,0,0,0,0,0,0,0,.13776723,0,0,0,0,.30641329,.15201901,0,.18052256,0,0,.16627078,.12351544,.10451306,0,.4631829,.17814727,.29928741,0,0,0,0,.2969121,.17102137,.28978622,0,.27790973,0,.10688836,0,0,.19239905,0,.38479811,.43230402,.32541567,0,0,0,0,.19239905,0,0,0,0,.30403802,.10451306,0,.24703088,.16627078,.34174311,0,.11401425,0,.12114014,0,.21852732,0,.13064133
204,Benin,BEN,0,0,0,0,0,0,.11627907,0,.13372093,.49612403,0,.47093022,0,0,0,.23062016,0,0,.14534883,.25,0,0,0,.1744186,0,0,0,.21511628,.43410853,0,.21317829,0,0,0,0,.12790698,0,0,0,.12984496,.47868216,0,.3391473,0,0,0,0,.36627907,.19961241,0,.28488371,0,.51744187,0,.52325583,.11821705,0,0,0,0,.18604651,0,.10271318,0,.15503876,0,.21705426,0,.2635659,.10271318,.19767442,.14147286,0,0,0,.19767442,.50387597,0,.10271318,.34689921,0,.10465116,0,0,.18217054,0,0,.13372093,0,0,0,.1627907,.16666667,0,0,0,0,0,.15891473,.13372093,0,0,0,0,0,0,0,0,0,0,0,0,0,.42829457,.14534883,0,.16085272,0,0,.10465116,0,0,0,.34302327,.12596899,.19573644,0,0,0,0,.15891473,.12790698,.27519381,0,.18410853,0,0,.12790698,0,.12790698,0,.3120155,.37403101,.35852712,0,0,0,0,0,0,0,0,0,.17635658,0,0,.18217054,.13178295,.4728682,0,0,0,0,0,.16860466,0,0
208,Denmark,DNK,0,0,0,.13375796,0,0,.17197452,0,.22611465,.36683416,0,.32798165,0,0,0,.25159237,0,0,.20063694,.30891719,0,0,0,.18152866,.15605095,0,0,.3121019,.36363637,.16242038,.21287128,0,0,0,0,.15605095,.18789808,0,0,.21019109,.35154393,.3391473,0,0,0,0,.1178344,.31999999,.3535032,0,.28343949,0,.33115467,0,.33171913,.13057324,0,0,0,0,.27388534,0,.21337579,0,.21337579,.12101911,.3312102,0,.30891719,.1687898,.21316615,.20382166,0,0,0,.20700637,.31808278,0,.13375796,.1656051,0,.21337579,0,0,.17197452,0,0,.21974522,0,0,.12101911,.29617834,.26433122,0,0,.1178344,0,0,.20063694,.17197452,0,0,0,0,0,0,0,0,.1178344,0,0,0,0,.39356434,.18471338,.11146497,.3121019,0,0,.20063694,.14012739,.10828026,0,.37222221,.11464968,.24840765,0,0,0,0,.23248407,.1178344,.23248407,0,.22292994,0,.13057324,.12738854,0,.2388535,0,.31528664,.38412699,.36942676,0,0,0,0,.19426751,0,0,.12101911,0,.2388535,.12101911,0,.19426751,.22611465,.29816514,0,0,0,.12420382,0,.17834395,0,.11146497
214,Dominican Rep.,DOM,0,0,0,.29801324,0,.1632653,0,0,0,0,0,0,0,0,.34693879,.1554054,0,0,.17679559,.1037037,.10204082,0,.13265306,0,.14563107,0,0,0,0,.11464968,.14356436,.13265306,.1122449,0,0,.19018404,.32432431,.10204082,0,.14857143,0,0,0,0,0,.20408164,.2516129,0,.17322835,0,0,.41836736,0,0,0,.1025641,.14285715,0,0,0,.18577075,0,.2912088,.14285715,.1559322,.46774194,.17004049,.31632653,.13402061,.18326694,.14106584,0,0,0,0,.14159292,0,.40816328,.11504425,0,0,.20118344,.16513762,.29591838,0,0,.2857143,.18009479,0,0,.3028169,.16814159,.14215687,.30303031,.32352942,.24193548,.28799999,.1632653,.2034632,.19900498,0,.15306123,.33673468,.1632653,.1122449,0,.30275229,.17346939,.12658228,0,0,0,.31,0,0,.26771653,0,.1122449,.31092438,.17560975,.18292683,.30985916,0,.11388889,.10326087,.19776119,.12244898,.1632653,0,0,.17622951,0,0,0,.16170213,0,.11811024,0,0,.24210526,0,.10791367,.11111111,0,0,.23469388,0,0,.20242915,0,.12244898,.12244898,.36697248,.17132868,.14655173,.10204082,.1048035,0,0,.12244898,.11428571,0,.28481013,0,0,.13333334,.152
218,Ecuador,ECU,0,0,.13636364,0,0,0,0,0,0,0,0,0,0,0,0,0,.12244898,0,0,0,0,0,0,0,0,.13636364,0,0,0,0,0,0,0,0,.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10869565,0,0,0,0,0,0,0,0,0,0,0,0,.27272728,0,0,0,.31818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10526316,.15151516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.27272728,0,0,0,.26666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.18181819,0,0,0
222,El Salvador,SLV,0,0,0,0,.10126583,0,.13513513,0,.10550459,0,.1262136,0,.1392405,0,0,0,0,0,0,0,.11392405,0,.15476191,.12711865,0,0,0,.10227273,0,.15286624,0,.24050634,.17721519,0,0,.19631901,.25675675,0,0,0,0,0,0,.20408164,0,0,.13548388,0,.13779527,0,0,.20253165,0,0,0,0,.21518987,.12658228,.16455697,0,.11067194,0,.17032968,.15189873,0,.24193548,0,.11392405,0,.15936255,0,0,.13043478,0,.15189873,0,0,.19277108,0,0,0,.16568047,.11926606,0,0,0,0,0,0,0,.12676056,.11946902,.14215687,0,.14705883,.12096774,.152,0,.10822511,.11442786,0,0,.16129032,0,0,0,.12844037,0,.12658228,0,0,.11392405,.23,0,0,0,.14423077,0,.1092437,.10731708,.15243903,.12676056,.12658228,0,0,.10447761,.12941177,0,0,0,0,0,0,0,.10638298,0,.18110237,0,.10126583,.15263158,.1392405,0,0,0,0,.12658228,0,.17346939,.12550607,.10126583,.11392405,.16249999,0,.1013986,.15517241,.18987341,0,.12138728,0,.11494253,.14285715,0,.15822785,0,0,.14285715,.13600001
226,Equatorial Guinea,GNQ,0,.13548388,0,.33548388,0,.15483871,.19459459,.11612903,.16513762,.1080402,.17419355,.11238532,.10967742,0,.25806451,.22635135,.10967742,.1032258,.23204421,.18148148,0,0,.15483871,.12711865,0,0,0,.10227273,0,.1656051,.20049505,.12903225,.10967742,0,0,.20245399,.23870967,0,0,.22857143,.14014252,0,.1178344,.2516129,0,.13548388,0,.16249999,.16929133,0,0,.22580644,.10675381,0,0,.16666667,0,0,0,0,.28853756,0,.30219781,0,.19322033,.28387097,.22267206,.23225807,.18213059,.25498009,.27272728,0,.21935484,0,0,.18584071,.13507625,.21935484,.18709677,0,0,.28994083,.18709677,.18064517,.15189873,0,.16774194,.30331755,0,0,.29677418,.24778761,.24509804,.24516129,.30967742,.22580644,.32903227,0,.19480519,.25870648,.12258065,0,.27096775,.13548388,.11612903,0,.22580644,.16774194,.12025317,0,.14838709,0,.23225807,.11386139,.125,.32258064,.15384616,0,.44516128,.1902439,.25,.24516129,0,.18611111,.19565217,.24253732,.12903225,.11612903,0,0,.27459016,.14207651,.12371134,0,.20425531,.14193548,.23870967,0,0,.30526316,0,.15827338,.13650794,0,0,.31612903,0,.16774194,.20647773,.18064517,.19354838,.11612903,.29677418,.2937063,.2,.10967742,.19213974,.20231214,0,.17419355,.16774194,0,.32911393,0,.16666667,.16774194,.27741936
231,Ethiopia,ETH,0,0,0,.1275,0,0,.205,0,.1875,.42250001,.1125,.41743121,0,0,0,.29750001,0,0,.205,.3075,0,0,0,.19750001,0,0,0,.235,.2525,.17749999,.32920793,0,0,0,0,.16500001,.175,0,0,.23,.40142518,.36627907,.31999999,0,0,0,.16249999,0,.205,0,.19499999,0,.4204793,0,.35593221,.13249999,0,0,0,0,.30500001,0,.19,0,.17749999,.1075,.26249999,0,.30500001,.2075,.315,.145,.1075,0,0,.1925,.48801744,0,.1275,.1825,0,.19,0,0,.2225,0,0,.27000001,0,0,.105,.2225,.2,0,.1425,.1575,0,0,.2325,.25749999,0,0,0,0,0,0,0,0,0,0,0,0,0,.37623763,.14749999,0,.22750001,0,0,.1725,.1725,0,0,.37,.18000001,.32249999,0,0,0,0,.25,.13500001,.25,0,.2525,0,.13249999,.105,0,.17749999,0,.29249999,.36500001,.28,0,0,0,.115,.1875,0,0,0,0,.35499999,.105,0,.21250001,.185,.30045873,0,0,0,.1275,0,.2475,0,.1125
233,Estonia,EST,0,0,0,.2519685,0,.10236221,.16535433,.11417323,.18503937,.25376883,.10236221,.23853211,0,0,.14173229,.32094595,0,0,.27165353,.38518518,0,0,0,.22834645,.15354331,0,0,.27651516,.18181819,.18503937,.27227724,.11417323,0,0,0,.18897638,.18897638,0,0,.16141732,.28503564,.19961241,.3535032,.17322835,0,.13779527,.16929133,.205,0,0,.25984251,.15354331,.20043573,0,.22276029,.18897638,0,0,0,0,.27559054,0,.19685039,0,.25084746,.19291338,.38582677,.11023622,.32302406,.33070865,.20376176,.13385826,.11023622,0,0,.16929133,.19172113,.13779527,.11417323,.13309352,.11417323,.21653543,.11023622,.12598425,.19291338,0,.11417323,.20866142,0,0,.22440945,.44881889,.41338584,.13385826,.17322835,.15748031,.17322835,0,.25590551,.22047244,0,0,.1496063,.11417323,0,0,.16141732,0,.16141732,0,0,0,.15748031,.23762377,.21259843,.13385826,.2519685,0,.15748031,.19685039,.13779527,.20472442,0,.36666667,.16535433,.31716418,.11811024,0,0,0,.36614174,.24409449,.19931272,0,.27952754,0,.13779527,.13779527,0,.29133859,0,.36330935,.30476192,.28522336,0,0,0,.11811024,.2519685,0,.10236221,.1456693,.19291338,.26223776,.1496063,0,.28740159,.18110237,.19036697,0,.11023622,0,.22440945,0,.24409449,0,.16535433
242,Fiji,FJI,0,.12727273,0,0,0,0,0,0,0,0,0,0,0,.13953489,0,0,0,0,0,0,.10869565,0,.10714286,0,0,0,0,0,0,0,0,0,.19512194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.11320755,0,.12962963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.10059172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.15909091,0,0,0,0,0,0,.14285715,0,0,.19298245,.30303031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.23999999,0,0,0,0,0,0,0,0,0,0,.13333334,0,0,0,0,0,0,0,.12931034,.21666667,0,0,0,0,0,0,0,.13333334,0,.11428571,0
246,Finland,FIN,0,0,0,.10313901,0,0,.14798206,0,.20627803,.3115578,.11659193,.24082568,0,0,0,.21283785,0,0,.17040358,.25555557,0,0,0,.23728813,.11210762,0,0,.31439394,.25705329,.14798206,0,0,0,0,0,.14798206,0,0,0,.13004485,.24228029,.28488371,.28343949,0,0,0,0,.19499999,.25984251,0,0,0,.24183007,0,.23970944,.13452914,0,0,0,0,.19367589,0,0,0,0,0,.2631579,0,.21993127,.14741036,0,.11210762,0,0,0,.16814159,.22004357,0,.10313901,.19424461,0,.10762332,0,0,.19409283,0,0,.17937219,0,0,0,.23451327,.21973094,0,0,0,0,0,.18181819,.15695067,0,0,0,0,0,0,0,0,0,0,0,0,0,.24257426,.28699553,0,.25560537,0,0,0,.10762332,0,0,.25,.14349777,.16791044,0,0,0,0,.20081967,.25112107,.15463917,0,.21702127,0,0,.15246637,0,.14349777,0,.32014388,.2825397,.45360824,0,0,0,0,0,0,0,0,0,.15384616,0,0,.23144105,.11659193,.2178899,0,.11210762,0,0,0,.24390244,0,.10313901
251,France,FRA,0,0,0,.27152318,0,.19736843,0,.12,0,0,0,0,.11842106,.11842106,.46052632,.1554054,.10526316,0,.2044199,.10740741,.15789473,0,.14285715,0,.1262136,.10526316,0,0,0,.14012739,.13366337,.14473684,.10526316,0,0,.1411043,.24324325,0,0,.14857143,0,0,0,.41836736,0,.20253165,.22580644,0,.15354331,0,0,0,0,0,0,.10897436,.17105263,.11842106,.14473684,0,.16996047,0,.21978022,.28947368,.14576271,.33870968,.14979757,.36842105,.11683849,.17529881,.11598746,0,.13043478,0,.14473684,.10176991,0,.36144578,.13274336,0,0,.14201184,.12844037,.40789473,0,0,.39473686,.16113745,0,0,.28169015,.17699115,.16666667,.28282827,.33088234,.25806451,.31200001,.2631579,.12987013,.19402985,0,.15189873,.39784947,.28947368,.15789473,0,.30275229,.22368421,.12025317,0,0,0,.25,0,0,.24409449,.11057692,.17105263,.3277311,.13658537,.17073171,.25352111,0,.11111111,.13586956,.15671642,.1882353,0,0,0,.17213115,0,0,0,.14042553,0,.10236221,0,0,.21052632,0,0,0,0,0,.30263159,0,.1632653,.17004049,.14473684,.10526316,.125,.33027524,.15734266,.1724138,.10526316,0,0,0,.12643678,0,0,.27848101,0,0,0,.14399999
258,French Polynesia,PYF,0,0,0,0,0,0,.17429194,0,.19607843,.4379085,0,.49673203,0,0,0,.25490198,0,0,.15686275,.27450982,0,0,0,.19607843,.11111111,0,0,.24836601,.3267974,.14379086,.23965141,0,0,0,0,.1546841,.11982571,0,0,.15686275,.42265797,.51744187,.33115467,0,0,0,.10675381,.4204793,.20043573,0,.24183007,0,0,0,.50980395,.13725491,0,0,0,0,.22222222,0,.16775599,0,.15250544,0,.23311546,0,.32026145,.12854031,.25272331,.16122004,0,0,0,.19607843,0,0,.10239651,.24400872,0,.1328976,0,0,.18082789,0,0,.17211328,0,0,0,.18082789,.16993465,0,0,.10675381,0,0,.16122004,.15686275,0,0,0,0,0,0,0,0,0,0,0,0,0,.44880176,.14379086,0,.19607843,0,0,.13725491,.12200436,0,0,.32461873,.11328976,.21568628,0,0,0,0,.19172113,.13507625,.19389978,0,.20479302,0,.12200436,.11764706,0,.15250544,0,.28540304,.34204793,.3267974,0,0,0,0,.13507625,0,0,0,0,.22222222,0,0,.22440088,.18082789,.44880176,0,0,0,0,0,.21568628,0,0
